Positions,sofifa_id,short_name,Pace,Shooting,Passing,Dribbling,Defending,Physic
Defender,241070,N. Maraš,67.0,37.0,50.0,56.0,72.0,75.0
Defender,254470,L. Thomas,77.0,42.0,63.0,67.0,67.0,67.0
Defender,250954,C. Richards,72.0,27.0,57.0,55.0,71.0,73.0
Forward,252042,João Pedro,78.0,68.0,59.0,74.0,22.0,57.0
Midfielder,252293,I. Jakobs,86.0,58.0,58.0,73.0,61.0,69.0
Defender,252961,T. Nianzou,69.0,37.0,55.0,62.0,71.0,74.0
Midfielder,253036,N. Mbuku,78.0,64.0,67.0,76.0,34.0,49.0
Midfielder,253177,Y. Musah,88.0,66.0,62.0,71.0,57.0,68.0
Forward,254544,Reinier,77.0,68.0,64.0,75.0,43.0,65.0
Defender,248484,N. Collins,65.0,26.0,53.0,57.0,71.0,75.0
Midfielder,254660,J. Thielmann,76.0,69.0,65.0,70.0,40.0,64.0
Forward,255223,A. Adli,84.0,72.0,64.0,74.0,35.0,52.0
Defender,257713,G. Frabotta,70.0,55.0,68.0,68.0,66.0,68.0
Midfielder,261987,Blanco,61.0,56.0,67.0,66.0,62.0,58.0
Forward,263230,M. Osmajić,76.0,70.0,60.0,65.0,39.0,71.0
Defender,231111,A. Hack,62.0,32.0,59.0,57.0,73.0,74.0
Defender,248550,Vivian,68.0,38.0,53.0,57.0,72.0,74.0
Defender,247497,A. Bella Kotchap,76.0,25.0,50.0,47.0,71.0,74.0
Forward,242075,J. Sargent,75.0,70.0,61.0,71.0,39.0,70.0
Forward,244257,J. Burkardt,79.0,68.0,61.0,75.0,37.0,69.0
Defender,242603,H. Marcelin,62.0,35.0,49.0,52.0,71.0,75.0
Midfielder,243016,Alberto Soro,79.0,63.0,69.0,71.0,44.0,61.0
Defender,243497,S. Walukiewicz,61.0,38.0,49.0,59.0,72.0,73.0
Defender,243526,M. Müldür,77.0,49.0,60.0,72.0,67.0,72.0
Midfielder,243558,Óscar Valentín,66.0,45.0,61.0,62.0,69.0,72.0
Defender,243945,Gonzalo Verdú,57.0,53.0,55.0,56.0,72.0,77.0
Defender,244269,F. Benković,63.0,44.0,55.0,56.0,70.0,80.0
Defender,247124,G. Mensah,75.0,56.0,64.0,71.0,65.0,65.0
Defender,244349,J. Vásquez,66.0,32.0,57.0,56.0,73.0,72.0
Defender,244456,M. Erlić,56.0,33.0,49.0,51.0,71.0,73.0
Forward,244706,K. Behrens,69.0,71.0,50.0,65.0,28.0,80.0
Midfielder,245021,M. Loum,49.0,53.0,59.0,62.0,70.0,80.0
Defender,245156,F. Russo,66.0,30.0,50.0,48.0,74.0,71.0
Midfielder,245741,J. Lindstrøm,81.0,65.0,66.0,73.0,46.0,59.0
Defender,231263,J. Gélin,52.0,36.0,66.0,61.0,72.0,70.0
Midfielder,243019,T. Băluță,60.0,49.0,57.0,50.0,69.0,74.0
Forward,230800,R. Manaj,69.0,72.0,54.0,70.0,28.0,69.0
Defender,206159,S. Sabelli,76.0,40.0,60.0,64.0,68.0,72.0
Midfielder,203128,T. Monconduit,57.0,55.0,68.0,65.0,70.0,75.0
Midfielder,203568,P. Wszołek,78.0,63.0,67.0,68.0,54.0,72.0
Defender,203884,K. Djidji,61.0,32.0,53.0,63.0,72.0,69.0
Goalkeeper,204246,M. Bettinelli,,,,,,
Forward,204366,J. Locadia,70.0,70.0,66.0,71.0,35.0,73.0
Goalkeeper,205812,P. Terracciano,,,,,,
Defender,206423,V. Haroyan,58.0,30.0,49.0,51.0,72.0,75.0
Forward,201335,F. Santander,68.0,70.0,62.0,68.0,31.0,77.0
Defender,208019,D. Bain,61.0,26.0,49.0,53.0,72.0,75.0
Midfielder,208700,D. Blum,80.0,70.0,65.0,73.0,32.0,66.0
Midfielder,212138,P. Frankowski,92.0,57.0,66.0,67.0,48.0,70.0
Midfielder,212192,J. Green,74.0,68.0,66.0,76.0,33.0,60.0
Goalkeeper,18122,N. Penneteau,,,,,,
Forward,212626,D. Selke,76.0,70.0,53.0,67.0,40.0,75.0
Forward,202716,Abdón Prats,67.0,76.0,60.0,69.0,29.0,62.0
Defender,200968,F. Ogier,41.0,31.0,39.0,52.0,73.0,78.0
Forward,213993,F. Forte,57.0,72.0,61.0,67.0,32.0,70.0
Defender,188802,M. Schmelzer,55.0,48.0,65.0,65.0,74.0,70.0
Midfielder,230786,Pepelu,55.0,61.0,71.0,70.0,64.0,70.0
Goalkeeper,158777,P. Tschauner,,,,,,
Defender,163261,P. Bardsley,43.0,58.0,65.0,67.0,74.0,73.0
Goalkeeper,172198,J. Moulin,,,,,,
Defender,183921,J. Faussurier,57.0,59.0,73.0,70.0,69.0,68.0
Forward,184789,Á. Szalai,33.0,72.0,58.0,63.0,43.0,77.0
Defender,189390,B. Oczipka,64.0,59.0,70.0,64.0,68.0,75.0
Goalkeeper,200332,T. Koubek,,,,,,
Midfielder,193910,A. Forshaw,65.0,61.0,72.0,72.0,64.0,64.0
Defender,194146,K. Long,51.0,35.0,50.0,56.0,71.0,71.0
Midfielder,198136,A. Ragusa,82.0,67.0,65.0,73.0,44.0,64.0
Forward,198420,M. Waris,87.0,69.0,66.0,73.0,37.0,65.0
Defender,198857,S. Romagnoli,56.0,40.0,45.0,53.0,73.0,78.0
Defender,199191,D. Appiah,75.0,39.0,59.0,63.0,69.0,75.0
Midfielder,212947,J. Cabot,91.0,66.0,60.0,75.0,28.0,53.0
Defender,190697,S. Strandberg,67.0,43.0,53.0,58.0,71.0,75.0
Forward,215247,M. Ingvartsen,63.0,75.0,63.0,72.0,36.0,72.0
Defender,225995,P. Stojanović,79.0,50.0,68.0,70.0,63.0,72.0
Defender,223524,E. Goldaniga,43.0,33.0,41.0,51.0,73.0,67.0
Goalkeeper,224041,M. Schwäbe,,,,,,
Defender,224378,M. Bani,56.0,18.0,42.0,53.0,73.0,70.0
Goalkeeper,224440,J. Pollersbeck,,,,,,
Goalkeeper,224442,B. Kamara,,,,,,
Midfielder,225855,A. Bobichon,65.0,73.0,72.0,72.0,56.0,65.0
Midfielder,226401,K. Dowell,64.0,68.0,70.0,72.0,44.0,51.0
Midfielder,221982,P. Roberts,76.0,64.0,68.0,79.0,27.0,39.0
Midfielder,226773,P. Diop,75.0,57.0,66.0,68.0,65.0,76.0
Midfielder,229011,K. N'Doram,62.0,48.0,60.0,68.0,69.0,79.0
Midfielder,229148,Dalbert,84.0,57.0,67.0,72.0,66.0,68.0
Defender,229705,J. Duverne,61.0,35.0,59.0,66.0,72.0,73.0
Defender,230019,V. Nsimba,85.0,59.0,63.0,69.0,65.0,61.0
Forward,215334,G. Carrillo,46.0,74.0,54.0,70.0,39.0,72.0
Defender,222969,J. Hergault,48.0,44.0,67.0,69.0,69.0,72.0
Midfielder,227562,L. Haraslín,79.0,62.0,66.0,73.0,40.0,61.0
Midfielder,220925,A. Schöpf,70.0,66.0,69.0,71.0,63.0,71.0
Midfielder,220029,S. Khaoui,65.0,68.0,70.0,73.0,46.0,60.0
Midfielder,215556,E. Fernandes,67.0,65.0,67.0,72.0,70.0,69.0
Defender,220837,D. Machado,86.0,56.0,63.0,71.0,65.0,70.0
Defender,216282,R. Framberger,81.0,41.0,56.0,58.0,69.0,61.0
Midfielder,216483,T. Fosu,85.0,64.0,64.0,73.0,38.0,62.0
Midfielder,219652,Rober Ibáñez,75.0,67.0,70.0,73.0,48.0,53.0
Defender,219709,Saúl,69.0,45.0,67.0,68.0,68.0,65.0
Defender,219777,Chema Rodríguez,59.0,59.0,57.0,60.0,72.0,71.0
Defender,217821,Henrique,76.0,45.0,61.0,70.0,68.0,65.0
Midfielder,220466,F. Mattiello,72.0,64.0,70.0,73.0,69.0,61.0
Forward,220829,E. Torregrossa,71.0,70.0,55.0,68.0,28.0,72.0
Defender,220509,L. Venuti,73.0,26.0,59.0,66.0,68.0,61.0
Midfielder,220529,L. Palmiero,67.0,63.0,72.0,72.0,65.0,62.0
Defender,220061,N. Gyömbér,57.0,31.0,42.0,50.0,73.0,67.0
Defender,220534,S. Luperto,49.0,55.0,60.0,59.0,74.0,68.0
Midfielder,245714,Álex Blanco,80.0,63.0,66.0,70.0,37.0,53.0
Midfielder,241933,Monchu,70.0,65.0,68.0,71.0,65.0,65.0
Midfielder,241071,Moreto Cassamá,72.0,57.0,68.0,75.0,65.0,62.0
Forward,241410,E. Salcedo,78.0,63.0,61.0,77.0,39.0,52.0
Midfielder,241588,Toni Moya,60.0,63.0,63.0,70.0,63.0,58.0
Defender,241629,Rogério,75.0,53.0,65.0,72.0,67.0,59.0
Goalkeeper,242818,F. Dahmen,,,,,,
Defender,242660,J. Beyer,72.0,34.0,57.0,63.0,70.0,68.0
Defender,242958,P. Jaeckel,73.0,33.0,51.0,51.0,72.0,71.0
Midfielder,243249,J. Ekkelenkamp,63.0,67.0,66.0,69.0,61.0,72.0
Midfielder,239894,R. Kouamé,67.0,52.0,67.0,71.0,67.0,73.0
Defender,245336,M. Kilman,58.0,42.0,59.0,62.0,70.0,74.0
Goalkeeper,240311,L. Zidane,,,,,,
Midfielder,239138,Jeong Woo Yeong,82.0,57.0,60.0,75.0,35.0,57.0
Midfielder,239778,J. Moder,68.0,70.0,68.0,68.0,65.0,73.0
Forward,239747,S. Córdova,75.0,69.0,54.0,68.0,24.0,63.0
Midfielder,239732,S. Żurkowski,81.0,62.0,66.0,69.0,69.0,80.0
Defender,239575,G. Nyamsi,49.0,33.0,48.0,51.0,67.0,78.0
Forward,239432,A. Grbic,71.0,72.0,54.0,67.0,33.0,73.0
Defender,239340,J. Chabot,36.0,27.0,44.0,50.0,70.0,75.0
Defender,239096,A. Karazor,50.0,36.0,57.0,60.0,72.0,70.0
Midfielder,239073,C. Antwi-Adjei,90.0,56.0,61.0,75.0,26.0,53.0
Midfielder,238637,S. Vasiliadis,71.0,61.0,66.0,73.0,64.0,73.0
Midfielder,237647,A. Hrustić,69.0,65.0,68.0,72.0,57.0,67.0
Defender,246666,N. Katterbach,72.0,40.0,59.0,74.0,67.0,58.0
Midfielder,237502,D. Johnsen,80.0,60.0,67.0,72.0,32.0,59.0
Midfielder,246431,R. Sottil,83.0,62.0,63.0,72.0,33.0,50.0
Forward,256268,A. Broja,75.0,68.0,53.0,70.0,29.0,70.0
Midfielder,246928,Iván Martín,74.0,60.0,69.0,70.0,41.0,51.0
Midfielder,255268,Javi Martínez,69.0,63.0,62.0,71.0,57.0,69.0
Defender,237156,M. Wagué,77.0,40.0,61.0,71.0,67.0,66.0
Midfielder,262081,Cantero,80.0,61.0,63.0,71.0,24.0,63.0
Forward,260407,E. Wahi,84.0,68.0,60.0,74.0,30.0,64.0
Midfielder,259868,P. Sarr,67.0,63.0,68.0,71.0,65.0,58.0
Midfielder,259681,Rodri,73.0,65.0,65.0,72.0,37.0,53.0
Midfielder,258608,O. Bukari,87.0,63.0,62.0,76.0,29.0,62.0
Midfielder,258433,E. Matazo,74.0,58.0,68.0,73.0,65.0,70.0
Midfielder,257271,L. Gourna,64.0,52.0,64.0,67.0,67.0,68.0
Forward,256675,O. Marmoush,86.0,68.0,59.0,76.0,29.0,54.0
Defender,256343,Robson Bambu,73.0,41.0,55.0,60.0,71.0,69.0
Defender,256197,P. Hincapié,75.0,27.0,58.0,60.0,70.0,69.0
Midfielder,255001,N. Rovella,67.0,49.0,68.0,73.0,62.0,64.0
Midfielder,246947,P. Akouokou,62.0,56.0,66.0,67.0,68.0,63.0
Forward,253718,I. Ramírez,69.0,73.0,50.0,60.0,25.0,63.0
Midfielder,253283,F. Pellistri,79.0,63.0,65.0,74.0,27.0,61.0
Midfielder,252541,J. Chotard,69.0,54.0,71.0,73.0,62.0,64.0
Defender,252146,Franquesa,74.0,52.0,60.0,65.0,67.0,62.0
Forward,252037,Fábio Silva,73.0,70.0,46.0,72.0,22.0,63.0
Midfielder,251873,Y. Demir,84.0,66.0,65.0,78.0,19.0,50.0
Defender,251530,Nuno Tavares,86.0,52.0,64.0,72.0,61.0,74.0
Midfielder,251429,F. Kunze,66.0,38.0,55.0,58.0,73.0,74.0
Midfielder,251401,T. Coulibaly,79.0,57.0,62.0,77.0,42.0,61.0
Midfielder,250858,P. Ciss,66.0,51.0,57.0,55.0,70.0,83.0
Defender,248053,S. Arzamendia,75.0,57.0,61.0,67.0,66.0,62.0
Forward,237286,A. Connolly,75.0,70.0,50.0,71.0,20.0,64.0
Defender,229584,P. Stenzel,61.0,59.0,65.0,65.0,72.0,68.0
Goalkeeper,236758,O. Christensen,,,,,,
Goalkeeper,219836,Rubén Yáñez,,,,,,
Defender,216730,S. Gregersen,75.0,44.0,46.0,45.0,67.0,82.0
Goalkeeper,215213,A. Werner,,,,,,
Midfielder,214944,Gumbau,37.0,64.0,68.0,64.0,68.0,63.0
Midfielder,211504,L. Baker,67.0,67.0,71.0,71.0,64.0,70.0
Forward,211239,C. Jean,78.0,70.0,69.0,74.0,31.0,58.0
Midfielder,211231,R. Azeez,65.0,59.0,63.0,67.0,66.0,76.0
Defender,210880,R. Fiamozzi,84.0,49.0,62.0,65.0,63.0,77.0
Defender,209840,J. Jeanvier,68.0,35.0,49.0,54.0,69.0,73.0
Defender,209818,J. Brenet,79.0,36.0,61.0,69.0,67.0,66.0
Goalkeeper,209532,D. Bachmann,,,,,,
Defender,208862,J. Giraudon,53.0,36.0,58.0,58.0,71.0,72.0
Goalkeeper,206145,B. Uphoff,,,,,,
Forward,206141,K. Coulibaly,70.0,70.0,60.0,62.0,26.0,76.0
Midfielder,206042,J. Dezi,76.0,66.0,66.0,70.0,62.0,67.0
Midfielder,205086,P. Klement,57.0,66.0,75.0,73.0,40.0,53.0
Forward,203344,Thiago Galhardo,64.0,74.0,47.0,67.0,24.0,52.0
Midfielder,198836,V. Pajot,53.0,58.0,70.0,69.0,70.0,69.0
Forward,198554,A. Ujah,64.0,70.0,54.0,68.0,33.0,67.0
Midfielder,236529,S. Alzate,70.0,59.0,67.0,75.0,62.0,68.0
Defender,197777,J. Sala,67.0,60.0,68.0,69.0,68.0,69.0
Forward,193077,D. Falcinelli,65.0,69.0,52.0,70.0,23.0,64.0
Goalkeeper,179547,V. Mannone,,,,,,
Defender,178418,F. Peluso,49.0,49.0,58.0,59.0,73.0,67.0
Goalkeeper,163600,J. Ruddy,,,,,,
Goalkeeper,106795,G. Pegolo,,,,,,
Goalkeeper,219584,L. Lezzerini,,,,,,
Goalkeeper,198039,M. Gillespie,,,,,,
Defender,219852,A. Ferrari,66.0,32.0,51.0,63.0,72.0,70.0
Defender,229487,L. Klünter,86.0,44.0,60.0,67.0,71.0,68.0
Midfielder,235623,Álvaro Jiménez,79.0,67.0,66.0,69.0,46.0,64.0
Goalkeeper,220383,Aarón,,,,,,
Defender,234933,A. Sedlar,52.0,40.0,49.0,48.0,71.0,78.0
Midfielder,234760,A. Reca,78.0,57.0,64.0,69.0,62.0,65.0
Defender,233705,J. Sørensen,67.0,55.0,61.0,66.0,68.0,76.0
Defender,233097,R. van Drongelen,60.0,25.0,56.0,53.0,69.0,73.0
Midfielder,231949,S. Ghoddos,60.0,72.0,69.0,71.0,49.0,65.0
Midfielder,231848,Q. Boisgard,60.0,63.0,72.0,71.0,55.0,68.0
Defender,231098,C. Traoré,70.0,33.0,54.0,64.0,69.0,77.0
Midfielder,230686,J. Makengo,65.0,66.0,70.0,71.0,68.0,65.0
Midfielder,230144,A. Dioussé,64.0,46.0,67.0,73.0,67.0,63.0
Forward,233732,D. Okereke,85.0,67.0,54.0,73.0,26.0,66.0
Defender,229236,M. Udol,69.0,42.0,62.0,69.0,69.0,69.0
Defender,225673,K. Adams Nuhu,64.0,42.0,54.0,56.0,67.0,81.0
Midfielder,223790,S. Becker,90.0,67.0,62.0,71.0,31.0,67.0
Forward,222634,I. Success,72.0,68.0,64.0,73.0,35.0,62.0
Defender,222160,Y. Koné,77.0,46.0,63.0,71.0,67.0,70.0
Midfielder,225117,N. Haas,77.0,58.0,70.0,72.0,62.0,67.0
Goalkeeper,224836,V. Milinković-Savić,,,,,,
Defender,225908,R. Oxford,67.0,33.0,53.0,56.0,71.0,72.0
Forward,226050,C. Teuchert,76.0,68.0,58.0,74.0,35.0,64.0
Defender,227106,Diego González,68.0,32.0,59.0,60.0,71.0,74.0
Midfielder,228080,F. Passlack,71.0,60.0,67.0,71.0,65.0,75.0
Defender,228326,Brian Oliván,73.0,56.0,59.0,68.0,65.0,76.0
Forward,251243,M. Klimowicz,74.0,58.0,64.0,76.0,31.0,47.0
Midfielder,250723,K. Koné,71.0,57.0,66.0,74.0,63.0,70.0
Defender,248878,L. Kilian,58.0,37.0,56.0,52.0,69.0,72.0
Defender,248808,A. Hickey,69.0,50.0,65.0,67.0,66.0,56.0
Defender,247623,J. Ngakia,73.0,28.0,50.0,65.0,67.0,63.0
Midfielder,247076,C. Oliva,58.0,59.0,68.0,68.0,69.0,66.0
Midfielder,246918,Jaume Grau,61.0,55.0,68.0,65.0,66.0,62.0
Defender,246387,M. Suárez,74.0,43.0,59.0,63.0,65.0,73.0
Goalkeeper,246139,Iñaki Peña,,,,,,
Defender,245347,M. Bauer,47.0,26.0,47.0,49.0,70.0,71.0
Forward,246044,Andrés Martín,78.0,69.0,65.0,69.0,27.0,64.0
Defender,245900,L. Binks,50.0,29.0,49.0,53.0,67.0,80.0
Midfielder,245894,Rober,80.0,66.0,63.0,73.0,26.0,50.0
Midfielder,245715,J. Shackleton,80.0,46.0,67.0,73.0,62.0,68.0
Forward,243032,Hugo Duro,72.0,69.0,44.0,71.0,29.0,58.0
Defender,244840,L. Czyborra,85.0,48.0,60.0,69.0,61.0,66.0
Goalkeeper,243675,K. Scherpen,,,,,,
Defender,243449,L. Perrin,47.0,35.0,49.0,54.0,71.0,69.0
Midfielder,243253,K. Agudelo,69.0,61.0,66.0,73.0,53.0,61.0
Midfielder,252014,H. Bockhorn,76.0,60.0,63.0,69.0,64.0,66.0
Defender,251380,L. Brassier,68.0,36.0,56.0,64.0,68.0,73.0
Midfielder,258271,Miguel Baeza,61.0,63.0,72.0,68.0,43.0,53.0
Midfielder,252060,T. Pobega,65.0,67.0,64.0,68.0,65.0,69.0
Defender,252317,D. Nemeth,60.0,29.0,43.0,40.0,70.0,79.0
Defender,241585,Igor,68.0,31.0,49.0,53.0,69.0,75.0
Defender,262908,Matheus Thuler,65.0,33.0,43.0,51.0,68.0,75.0
Defender,262869,Guilherme Ramos,54.0,33.0,46.0,45.0,69.0,74.0
Midfielder,261306,I. Sissokho,67.0,53.0,61.0,65.0,66.0,67.0
Forward,260644,Kaio Jorge,77.0,68.0,52.0,73.0,23.0,62.0
Defender,260178,Juan Iglesias,58.0,37.0,54.0,59.0,71.0,57.0
Forward,259751,M. Hoppe,76.0,69.0,52.0,67.0,24.0,60.0
Defender,259119,S. Sow,63.0,41.0,54.0,60.0,69.0,66.0
Midfielder,258949,Jofre Carreras,82.0,65.0,60.0,74.0,35.0,63.0
Defender,258432,C. Matsima,55.0,34.0,48.0,55.0,69.0,71.0
Defender,257278,A. Theate,73.0,40.0,52.0,53.0,67.0,79.0
Midfielder,257191,A. Stach,69.0,51.0,65.0,62.0,64.0,74.0
Defender,256780,M. Dárdai,65.0,32.0,63.0,56.0,71.0,69.0
Defender,255654,P. Kalulu,72.0,36.0,58.0,61.0,70.0,64.0
Forward,255529,E. Touré,73.0,70.0,54.0,68.0,22.0,66.0
Defender,254840,S. Pavlović,62.0,43.0,50.0,62.0,68.0,75.0
Midfielder,254659,M. Zerkane,62.0,61.0,67.0,71.0,60.0,69.0
Defender,253213,G. Kyriakopoulos,70.0,48.0,59.0,65.0,66.0,69.0
Defender,252873,A. Andrade,74.0,51.0,59.0,64.0,68.0,76.0
Defender,242752,N. Ferguson,64.0,36.0,54.0,64.0,68.0,68.0
Goalkeeper,211398,M. Caillard,,,,,,
Midfielder,241489,Nolaskoain,54.0,60.0,65.0,68.0,70.0,70.0
Forward,213699,A. Fletcher,73.0,69.0,44.0,67.0,29.0,69.0
Midfielder,211325,A. Schiavone,61.0,68.0,69.0,70.0,62.0,75.0
Defender,211270,E. Saveljich,45.0,32.0,46.0,43.0,69.0,80.0
Defender,210723,N. Gießelmann,66.0,52.0,64.0,65.0,66.0,74.0
Midfielder,206167,S. Prcić,53.0,59.0,71.0,68.0,67.0,66.0
Defender,205243,M. Wagué,35.0,33.0,42.0,44.0,68.0,82.0
Defender,203780,F. Veseli,70.0,41.0,58.0,65.0,70.0,67.0
Midfielder,201938,A. Limbombe,82.0,66.0,66.0,72.0,49.0,55.0
Forward,201243,A. La Mantia,54.0,67.0,35.0,61.0,30.0,79.0
Forward,201013,Ł. Teodorczyk,58.0,70.0,57.0,63.0,32.0,71.0
Goalkeeper,199574,A. Letellier,,,,,,
Midfielder,198731,E. Rashani,83.0,63.0,61.0,71.0,39.0,66.0
Forward,192660,S. Polter,70.0,68.0,53.0,61.0,28.0,85.0
Goalkeeper,184781,D. Petrić,,,,,,
Goalkeeper,184084,M. Dreyer,,,,,,
Midfielder,183220,J. Morávek,37.0,69.0,73.0,72.0,55.0,56.0
Goalkeeper,167931,R. Elliot,,,,,,
Goalkeeper,149309,A. Rosati,,,,,,
Defender,149064,C. Molinaro,60.0,49.0,62.0,65.0,70.0,64.0
Midfielder,239807,D. Frattesi,74.0,68.0,68.0,72.0,61.0,66.0
Forward,212613,W. Saïd,75.0,69.0,65.0,72.0,29.0,57.0
Goalkeeper,139668,F. Marchetti,,,,,,
Forward,215927,R. Emond,58.0,71.0,56.0,62.0,27.0,66.0
Midfielder,231428,F. Bandinelli,72.0,67.0,67.0,69.0,63.0,65.0
Midfielder,239439,P. Płacheta,93.0,60.0,60.0,69.0,39.0,61.0
Midfielder,237640,N. Bajrami,74.0,59.0,67.0,70.0,57.0,64.0
Midfielder,236838,Y. Maleh,68.0,66.0,69.0,73.0,64.0,65.0
Defender,236304,Josema,60.0,35.0,53.0,52.0,69.0,71.0
Defender,234679,P. Sandler,63.0,39.0,62.0,68.0,70.0,66.0
Midfielder,232786,K. Endo,76.0,54.0,64.0,69.0,47.0,61.0
Defender,231823,J. Hoogma,55.0,29.0,51.0,58.0,69.0,72.0
Forward,231743,K. Davis,65.0,65.0,53.0,67.0,42.0,80.0
Midfielder,233472,N. Sarenren Bazee,75.0,61.0,64.0,74.0,29.0,47.0
Midfielder,231137,D. Črnigoj,71.0,59.0,68.0,69.0,37.0,64.0
Defender,224213,T. Ebuehi,88.0,40.0,53.0,65.0,64.0,72.0
Midfielder,230912,P. Ghiglione,76.0,52.0,65.0,69.0,65.0,62.0
Forward,223137,F. Bonazzoli,70.0,68.0,53.0,68.0,28.0,59.0
Midfielder,223581,J. Iglesias,56.0,59.0,68.0,65.0,65.0,62.0
Defender,222692,B. Schmitz,60.0,50.0,63.0,64.0,69.0,70.0
Defender,226108,F. Romagna,52.0,32.0,51.0,57.0,72.0,62.0
Forward,227732,A. Donis,81.0,68.0,57.0,73.0,24.0,61.0
Goalkeeper,228456,Juan Pérez,,,,,,
Defender,219461,E. Palmer-Brown,67.0,30.0,50.0,51.0,68.0,75.0
Defender,244187,A. Mendy,79.0,34.0,62.0,59.0,62.0,70.0
Defender,247229,R. Bellanova,73.0,32.0,55.0,62.0,65.0,65.0
Midfielder,246923,J. Ramsey,67.0,58.0,62.0,71.0,44.0,60.0
Defender,246679,G. Biancone,72.0,47.0,59.0,66.0,61.0,74.0
Goalkeeper,245822,D. Alemdar,,,,,,
Midfielder,245283,F. El Melali,72.0,61.0,62.0,76.0,30.0,34.0
Midfielder,244970,Y. Magnin,70.0,50.0,61.0,71.0,67.0,56.0
Midfielder,244480,H. Magnetti,57.0,49.0,63.0,69.0,62.0,75.0
Goalkeeper,244363,Daniel Fuzato,,,,,,
Midfielder,240343,L. Fiordilino,82.0,57.0,68.0,71.0,66.0,68.0
Goalkeeper,243311,Josep Martínez,,,,,,
Defender,243057,N. Williams,74.0,36.0,61.0,68.0,63.0,59.0
Defender,242054,Igor Silva,79.0,51.0,61.0,71.0,63.0,63.0
Defender,241842,B. Johnson,74.0,37.0,55.0,64.0,65.0,65.0
Forward,241523,M. Forss,74.0,69.0,44.0,64.0,39.0,68.0
Midfielder,240658,S. Kiyine,72.0,57.0,65.0,75.0,64.0,58.0
Forward,240589,Miguel,73.0,67.0,52.0,65.0,31.0,72.0
Goalkeeper,240371,A. Jakubech,,,,,,
Midfielder,240351,S. Moutoussamy,71.0,58.0,67.0,72.0,66.0,58.0
Midfielder,252448,J. Leweling,84.0,59.0,58.0,72.0,31.0,68.0
Midfielder,251954,C. Summerville,88.0,61.0,59.0,70.0,24.0,49.0
Defender,256781,L. Netz,77.0,43.0,56.0,64.0,64.0,61.0
Midfielder,252594,I. Lihadji,79.0,59.0,62.0,73.0,26.0,42.0
Defender,257270,T. Pembélé,85.0,46.0,61.0,69.0,63.0,61.0
Defender,264453,M. van de Ven,72.0,43.0,56.0,60.0,67.0,73.0
Midfielder,263929,M. Cancellieri,82.0,61.0,62.0,72.0,31.0,60.0
Forward,261771,M. Sahi,74.0,70.0,57.0,69.0,28.0,59.0
Forward,261084,A. Dieng,82.0,71.0,56.0,67.0,30.0,56.0
Midfielder,260823,N. Fagioli,67.0,59.0,70.0,73.0,54.0,58.0
Defender,258728,José Fontán,65.0,45.0,56.0,61.0,71.0,58.0
Defender,258407,B. Soppy,78.0,39.0,60.0,65.0,63.0,71.0
Defender,257711,R. Calafiori,69.0,48.0,49.0,66.0,65.0,65.0
Midfielder,257057,A. Onana,71.0,53.0,61.0,66.0,66.0,74.0
Defender,253052,I. Kabore,91.0,27.0,58.0,64.0,58.0,70.0
Defender,257000,A. Carboni,56.0,28.0,54.0,61.0,70.0,64.0
Forward,256689,L. Gueye,76.0,70.0,64.0,70.0,24.0,55.0
Forward,256658,J. Ngankam,76.0,67.0,59.0,69.0,26.0,70.0
Forward,255839,J. Antiste,82.0,69.0,51.0,69.0,20.0,56.0
Forward,255461,Barbero,71.0,67.0,48.0,64.0,21.0,65.0
Midfielder,255069,Nico González,71.0,60.0,66.0,66.0,55.0,67.0
Forward,254267,B. Białek,67.0,67.0,46.0,64.0,35.0,73.0
Midfielder,254088,A. Diallo,81.0,63.0,57.0,74.0,25.0,43.0
Defender,240277,M. Gabbia,52.0,33.0,42.0,52.0,72.0,71.0
Defender,240020,Ricardo Mangas,68.0,36.0,53.0,65.0,67.0,69.0
Defender,239841,V. Lampropoulos,65.0,42.0,54.0,54.0,70.0,70.0
Midfielder,231354,M. Pantović,80.0,59.0,62.0,67.0,39.0,62.0
Defender,229891,J. Ryerson,66.0,57.0,61.0,66.0,65.0,74.0
Defender,229640,M. Pedersen,85.0,46.0,62.0,70.0,60.0,66.0
Midfielder,229337,Matheus Pereira,69.0,60.0,65.0,74.0,35.0,58.0
Midfielder,226686,M. Christiansen,59.0,50.0,63.0,64.0,64.0,77.0
Goalkeeper,225868,David Gil,,,,,,
Defender,225189,S. Bastoni,64.0,54.0,67.0,68.0,65.0,60.0
Midfielder,224062,P. Dziczek,63.0,47.0,60.0,65.0,63.0,73.0
Defender,223751,G. Jung,69.0,41.0,59.0,61.0,69.0,70.0
Defender,219957,J. Laursen,68.0,52.0,60.0,67.0,66.0,69.0
Midfielder,219952,L. Henderson,62.0,60.0,67.0,70.0,53.0,74.0
Goalkeeper,219937,N. Körber,,,,,,
Defender,211394,P. Faragò,60.0,57.0,69.0,67.0,65.0,66.0
Defender,210381,C. Lykogiannis,65.0,68.0,67.0,66.0,65.0,66.0
Defender,209637,M. Modolo,67.0,45.0,49.0,50.0,66.0,80.0
Defender,206546,Pablo Iñiguez,40.0,42.0,58.0,61.0,69.0,67.0
Forward,201924,Y. Qasmi,59.0,68.0,48.0,64.0,30.0,71.0
Midfielder,198220,M. Bourabia,56.0,61.0,69.0,71.0,63.0,60.0
