Positions,short_name,sofifa_id,Acceleration,SprintSpeed,Pace,Agility,Balance,Vision,Penalties,Stamina,ShotPower,LongShots
Defender,G. Mensah,247124,77,74,75.0,71,77,54,46,71,65,53
Defender,J. Vásquez,244349,63,68,66.0,51,64,47,45,75,38,25
Defender,M. Erlić,244456,55,56,56.0,42,45,33,49,57,48,21
Forward,K. Behrens,244706,70,69,69.0,66,67,54,67,82,75,62
Midfielder,M. Loum,245021,47,51,49.0,53,49,56,47,76,78,63
Defender,F. Russo,245156,60,70,66.0,33,52,39,50,75,44,25
Midfielder,J. Lindstrøm,245741,83,79,81.0,82,82,69,46,70,64,65
Defender,J. Gélin,231263,49,54,52.0,51,59,67,48,69,52,35
Midfielder,T. Băluță,243019,64,57,60.0,62,32,62,30,68,79,67
Forward,R. Manaj,230800,68,69,69.0,60,75,49,71,65,70,67
Defender,S. Sabelli,206159,75,77,76.0,70,76,54,51,82,35,50
Midfielder,T. Monconduit,203128,50,62,57.0,63,59,68,52,75,68,57
Midfielder,P. Wszołek,203568,80,76,78.0,76,62,68,51,81,66,60
Defender,K. Djidji,203884,62,61,61.0,61,63,42,41,63,48,28
Goalkeeper,M. Bettinelli,204246,34,24,,39,40,38,18,22,55,14
Forward,J. Locadia,204366,68,72,70.0,66,62,69,69,67,84,66
Goalkeeper,P. Terracciano,205812,40,42,,41,45,42,22,33,48,11
Defender,V. Haroyan,206423,61,56,58.0,58,73,33,41,74,39,19
Forward,F. Santander,201335,65,70,68.0,67,63,68,69,63,76,64
Defender,D. Bain,208019,61,61,61.0,44,52,37,47,67,39,19
Midfielder,D. Blum,208700,81,79,80.0,77,72,56,67,64,75,73
Midfielder,P. Frankowski,212138,93,92,92.0,76,71,66,52,82,58,53
Midfielder,J. Green,212192,78,70,74.0,85,82,61,61,77,65,70
Goalkeeper,N. Penneteau,18122,26,27,,38,41,53,15,26,50,11
Forward,D. Selke,212626,69,81,76.0,65,63,57,68,66,75,65
Forward,Abdón Prats,202716,65,68,67.0,78,66,45,70,67,78,76
Defender,F. Ogier,200968,39,43,41.0,58,63,23,44,87,57,30
Forward,F. Forte,213993,55,59,57.0,62,66,59,76,66,71,66
Defender,M. Schmelzer,188802,55,55,55.0,64,63,52,46,55,73,54
Midfielder,Pepelu,230786,57,54,55.0,67,63,73,70,89,68,66
Goalkeeper,P. Tschauner,158777,38,46,,36,37,41,22,23,50,15
Defender,P. Bardsley,163261,55,34,43.0,55,59,59,56,66,80,66
Goalkeeper,J. Moulin,172198,51,52,,48,56,29,23,32,49,14
Defender,J. Faussurier,183921,60,54,57.0,62,75,74,62,73,56,58
Forward,Á. Szalai,184789,34,33,33.0,34,54,64,75,53,80,61
Defender,B. Oczipka,189390,55,71,64.0,61,64,67,66,75,75,64
Goalkeeper,T. Koubek,200332,39,43,,25,29,39,20,33,50,17
Midfielder,A. Forshaw,193910,68,63,65.0,76,78,69,62,75,66,62
Defender,K. Long,194146,52,50,51.0,55,49,50,32,56,56,27
Midfielder,A. Ragusa,198136,83,82,82.0,80,74,64,65,70,68,69
Forward,M. Waris,198420,88,87,87.0,83,85,71,65,64,75,69
Defender,S. Romagnoli,198857,57,55,56.0,56,37,45,40,71,43,44
Defender,D. Appiah,199191,73,76,75.0,76,71,58,47,89,51,38
Midfielder,J. Cabot,212947,89,92,91.0,89,92,52,53,69,65,66
Defender,S. Strandberg,190697,65,69,67.0,58,61,46,51,61,68,35
Forward,M. Ingvartsen,215247,67,60,63.0,66,71,71,64,82,79,75
Defender,P. Stojanović,225995,82,77,79.0,63,71,62,54,78,65,51
Defender,E. Goldaniga,223524,37,48,43.0,37,34,19,34,47,55,41
Goalkeeper,M. Schwäbe,224041,49,43,,45,46,66,28,36,57,17
Defender,M. Bani,224378,59,54,56.0,54,48,28,19,61,23,16
Goalkeeper,J. Pollersbeck,224440,24,32,,22,24,58,22,22,54,14
Goalkeeper,B. Kamara,224442,37,41,,28,42,26,22,32,48,19
Midfielder,A. Bobichon,225855,63,66,65.0,66,67,76,67,68,83,78
Midfielder,K. Dowell,226401,61,66,64.0,69,69,73,64,54,68,73
Midfielder,P. Roberts,221982,79,74,76.0,92,89,73,62,52,65,65
Midfielder,P. Diop,226773,76,74,75.0,81,65,64,53,82,72,58
Midfielder,K. N'Doram,229011,64,60,62.0,60,56,58,55,80,59,48
Midfielder,Dalbert,229148,83,84,84.0,76,66,60,42,74,72,60
Defender,J. Duverne,229705,61,61,61.0,67,66,54,33,76,49,33
Defender,V. Nsimba,230019,85,85,85.0,85,91,61,50,82,67,62
Forward,G. Carrillo,215334,35,55,46.0,64,53,59,75,62,76,72
Defender,J. Hergault,222969,44,51,48.0,71,64,65,42,83,50,50
Midfielder,L. Haraslín,227562,77,80,79.0,87,83,67,58,78,62,59
Midfielder,A. Schöpf,220925,74,66,70.0,74,76,68,64,91,68,69
Midfielder,S. Khaoui,220029,67,63,65.0,76,67,69,49,70,74,69
Midfielder,E. Fernandes,215556,68,66,67.0,66,60,62,55,74,78,72
Defender,D. Machado,220837,83,88,86.0,77,80,63,57,76,57,56
Defender,R. Framberger,216282,77,84,81.0,68,73,48,39,64,42,38
Midfielder,T. Fosu,216483,87,83,85.0,84,77,64,57,70,62,64
Midfielder,Rober Ibáñez,219652,74,76,75.0,78,87,72,63,50,68,65
Defender,Saúl,219709,70,68,69.0,61,62,53,43,61,66,65
Defender,Chema Rodríguez,219777,60,58,59.0,65,52,54,48,63,75,56
Defender,Henrique,217821,75,77,76.0,73,78,52,39,73,58,30
Midfielder,F. Mattiello,220466,71,73,72.0,73,71,66,58,70,76,76
Forward,E. Torregrossa,220829,70,71,71.0,79,63,58,72,76,72,60
Defender,L. Venuti,220509,74,73,73.0,71,75,48,22,71,28,25
Midfielder,L. Palmiero,220529,66,67,67.0,68,59,71,61,69,68,62
Defender,N. Gyömbér,220061,51,61,57.0,36,59,26,23,47,56,27
Defender,S. Luperto,220534,50,48,49.0,56,61,51,44,64,72,68
Midfielder,Álex Blanco,245714,82,78,80.0,77,72,62,56,59,66,58
Midfielder,Monchu,241933,73,67,70.0,70,80,67,55,78,71,69
Midfielder,Moreto Cassamá,241071,74,70,72.0,89,93,69,58,76,65,58
Forward,E. Salcedo,241410,79,77,78.0,83,79,55,63,58,62,64
Midfielder,Toni Moya,241588,55,64,60.0,62,63,69,51,62,52,65
Defender,Rogério,241629,78,73,75.0,70,64,66,55,62,59,59
Goalkeeper,F. Dahmen,242818,47,43,,52,56,34,11,31,52,6
Defender,J. Beyer,242660,70,74,72.0,69,64,46,42,61,46,30
Defender,P. Jaeckel,242958,67,78,73.0,60,58,52,44,69,47,36
Midfielder,J. Ekkelenkamp,243249,66,60,63.0,64,63,69,55,75,68,64
Midfielder,R. Kouamé,239894,66,68,67.0,74,72,69,50,81,65,52
Defender,M. Kilman,245336,50,65,58.0,51,52,53,48,68,51,43
Goalkeeper,L. Zidane,240311,33,32,,40,49,52,19,38,49,5
Midfielder,Jeong Woo Yeong,239138,81,82,82.0,88,84,63,48,67,55,50
Midfielder,J. Moder,239778,64,72,68.0,68,60,69,67,74,82,74
Forward,S. Córdova,239747,74,75,75.0,67,65,59,62,55,74,65
Midfielder,S. Żurkowski,239732,77,85,81.0,70,81,72,52,89,72,64
Defender,G. Nyamsi,239575,46,52,49.0,50,39,43,43,54,61,23
Forward,A. Grbic,239432,68,74,71.0,66,63,52,82,72,74,73
Defender,J. Chabot,239340,33,39,36.0,42,33,35,41,54,40,23
Defender,A. Karazor,239096,43,55,50.0,65,43,57,38,74,47,29
Midfielder,C. Antwi-Adjei,239073,91,90,90.0,90,90,62,49,64,62,48
Midfielder,S. Vasiliadis,238637,74,68,71.0,78,85,71,49,81,68,62
Midfielder,A. Hrustić,237647,71,68,69.0,75,72,68,63,76,67,68
Defender,N. Katterbach,246666,74,70,72.0,77,76,50,41,67,46,32
Midfielder,D. Johnsen,237502,84,76,80.0,78,70,70,46,67,68,54
Midfielder,R. Sottil,246431,84,82,83.0,76,75,62,69,53,66,51
Forward,A. Broja,256268,71,78,75.0,65,63,53,74,69,71,55
Midfielder,Iván Martín,246928,77,72,74.0,74,68,72,70,61,53,55
Midfielder,Javi Martínez,255268,67,70,69.0,64,65,67,59,77,59,65
Defender,M. Wagué,237156,76,78,77.0,73,82,59,39,69,56,32
Midfielder,Cantero,262081,79,81,80.0,71,72,62,65,68,62,53
Forward,E. Wahi,260407,86,83,84.0,78,68,63,64,56,71,66
Midfielder,P. Sarr,259868,69,66,67.0,61,68,65,50,63,68,66
Midfielder,Rodri,259681,77,70,73.0,76,81,68,43,54,69,73
Midfielder,O. Bukari,258608,90,84,87.0,86,84,70,61,66,62,64
Midfielder,E. Matazo,258433,73,75,74.0,79,83,69,45,71,68,60
Midfielder,L. Gourna,257271,66,62,64.0,63,63,69,50,75,62,49
Forward,O. Marmoush,256675,82,89,86.0,90,76,68,73,68,63,68
Defender,Robson Bambu,256343,71,75,73.0,69,65,51,49,66,57,47
Defender,P. Hincapié,256197,74,75,75.0,66,64,44,33,68,35,20
Midfielder,N. Rovella,255001,68,67,67.0,75,73,72,56,81,66,50
Midfielder,P. Akouokou,246947,62,62,62.0,69,62,70,49,64,65,58
Forward,I. Ramírez,253718,67,70,69.0,73,69,47,77,51,75,62
Midfielder,F. Pellistri,253283,78,79,79.0,84,84,64,66,74,68,61
Midfielder,J. Chotard,252541,69,69,69.0,79,71,71,55,72,61,53
Defender,Franquesa,252146,75,73,74.0,66,76,51,50,65,52,39
Forward,Fábio Silva,252037,71,75,73.0,72,63,56,70,56,72,64
Midfielder,Y. Demir,251873,86,83,84.0,86,89,69,56,55,65,68
Defender,Nuno Tavares,251530,85,87,86.0,77,60,62,42,78,77,66
Midfielder,F. Kunze,251429,70,63,66.0,55,39,55,39,79,46,33
Midfielder,T. Coulibaly,251401,81,77,79.0,84,84,62,57,63,61,36
Midfielder,P. Ciss,250858,67,65,66.0,58,59,60,40,89,70,51
Defender,S. Arzamendia,248053,74,75,75.0,73,79,35,45,72,65,71
Forward,A. Connolly,237286,78,73,75.0,77,76,47,61,67,74,69
Defender,P. Stenzel,229584,55,65,61.0,64,65,57,49,76,75,61
Goalkeeper,O. Christensen,236758,37,38,,33,34,65,10,42,47,6
Goalkeeper,Rubén Yáñez,219836,44,43,,51,28,30,25,38,48,17
Defender,S. Gregersen,216730,69,80,75.0,33,46,46,45,72,51,50
Goalkeeper,A. Werner,215213,41,46,,34,43,50,23,38,56,18
Midfielder,Gumbau,214944,33,40,37.0,54,32,67,50,53,72,73
Midfielder,L. Baker,211504,67,67,67.0,72,71,70,74,76,76,69
Forward,C. Jean,211239,80,77,78.0,88,86,68,64,62,72,69
Midfielder,R. Azeez,211231,65,65,65.0,69,78,66,58,92,73,64
Defender,R. Fiamozzi,210880,80,87,84.0,80,72,51,47,89,51,47
Defender,J. Jeanvier,209840,64,72,68.0,66,64,37,42,64,46,31
Defender,J. Brenet,209818,82,77,79.0,69,69,56,56,64,30,31
Goalkeeper,D. Bachmann,209532,50,37,,40,44,36,31,36,51,15
Defender,J. Giraudon,208862,62,45,53.0,59,42,45,40,76,54,34
Goalkeeper,B. Uphoff,206145,36,40,,29,34,26,24,23,51,7
Forward,K. Coulibaly,206141,60,79,70.0,36,33,61,69,65,74,67
Midfielder,J. Dezi,206042,77,75,76.0,74,73,69,52,93,69,62
Midfielder,P. Klement,205086,65,51,57.0,79,81,75,65,66,73,69
Forward,Thiago Galhardo,203344,65,64,64.0,53,60,47,64,56,70,72
Midfielder,V. Pajot,198836,63,45,53.0,66,69,72,59,67,64,66
Forward,A. Ujah,198554,65,64,64.0,66,66,52,67,54,81,63
Midfielder,S. Alzate,236529,71,69,70.0,78,79,69,35,73,60,59
Defender,J. Sala,197777,64,70,67.0,68,71,66,62,66,72,68
Forward,D. Falcinelli,193077,67,64,65.0,70,63,58,65,62,70,64
Goalkeeper,V. Mannone,179547,54,56,,42,44,57,43,31,50,12
Defender,F. Peluso,178418,49,49,49.0,55,46,38,48,59,65,57
Goalkeeper,J. Ruddy,163600,38,43,,23,22,39,18,36,54,15
Goalkeeper,G. Pegolo,106795,44,42,,50,47,33,13,33,45,12
Goalkeeper,L. Lezzerini,219584,46,44,,39,38,25,25,32,47,19
Goalkeeper,M. Gillespie,198039,34,35,,37,53,42,19,39,50,12
Defender,A. Ferrari,219852,64,67,66.0,63,67,32,27,75,59,48
Defender,L. Klünter,229487,83,89,86.0,71,65,52,49,73,52,25
Midfielder,Álvaro Jiménez,235623,81,78,79.0,76,76,68,48,80,75,65
Goalkeeper,Aarón,220383,39,34,,41,56,28,21,45,50,16
Defender,A. Sedlar,234933,59,46,52.0,70,65,47,69,74,49,26
Midfielder,A. Reca,234760,79,78,78.0,63,52,67,62,67,60,54
Defender,J. Sørensen,233705,66,67,67.0,73,66,61,42,83,57,50
Defender,R. van Drongelen,233097,59,61,60.0,55,59,55,48,55,28,24
Midfielder,S. Ghoddos,231949,61,60,60.0,68,78,70,62,62,78,73
Midfielder,Q. Boisgard,231848,63,58,60.0,63,73,71,70,72,61,61
Defender,C. Traoré,231098,68,72,70.0,67,62,48,45,85,45,37
Midfielder,J. Makengo,230686,67,64,65.0,63,68,66,59,67,75,69
Midfielder,A. Dioussé,230144,67,62,64.0,76,74,72,56,71,62,55
Forward,D. Okereke,233732,84,85,85.0,82,68,64,62,69,68,56
Defender,M. Udol,229236,70,69,69.0,71,74,53,45,65,44,36
Defender,K. Adams Nuhu,225673,62,65,64.0,62,41,46,49,66,67,29
Midfielder,S. Becker,223790,91,90,90.0,75,74,57,66,71,75,65
Forward,I. Success,222634,69,74,72.0,67,64,62,68,46,80,58
Defender,Y. Koné,222160,76,77,77.0,73,80,59,46,64,56,46
Midfielder,N. Haas,225117,75,79,77.0,84,82,72,55,76,67,64
Goalkeeper,V. Milinković-Savić,224836,40,45,,37,38,50,24,33,59,45
Defender,R. Oxford,225908,66,67,67.0,62,53,53,48,65,49,37
Forward,C. Teuchert,226050,77,76,76.0,78,75,49,64,68,68,62
Defender,Diego González,227106,69,68,68.0,69,37,42,42,68,42,34
Midfielder,F. Passlack,228080,74,68,71.0,75,88,62,66,78,70,55
Defender,Brian Oliván,228326,70,75,73.0,67,67,49,62,92,63,48
Forward,M. Klimowicz,251243,75,74,74.0,86,78,69,55,60,66,42
Midfielder,K. Koné,250723,73,70,71.0,66,61,70,54,73,69,52
Defender,L. Kilian,248878,62,55,58.0,50,47,48,36,62,45,33
Defender,A. Hickey,248808,70,68,69.0,68,64,66,48,73,56,52
Defender,J. Ngakia,247623,74,73,73.0,62,73,32,37,66,24,28
Midfielder,C. Oliva,247076,60,56,58.0,70,59,68,51,60,74,69
Midfielder,Jaume Grau,246918,54,66,61.0,58,61,67,49,58,65,61
Defender,M. Suárez,246387,72,76,74.0,72,69,44,54,73,60,49
Goalkeeper,Iñaki Peña,246139,33,38,,49,51,39,17,27,52,8
Defender,M. Bauer,245347,53,42,47.0,50,58,38,37,64,39,21
Forward,Andrés Martín,246044,79,78,78.0,75,77,58,61,70,68,67
Defender,L. Binks,245900,54,47,50.0,47,45,40,48,71,43,26
Midfielder,Rober,245894,79,80,80.0,79,76,63,66,59,66,67
Midfielder,J. Shackleton,245715,81,79,80.0,83,85,63,33,85,46,44
Forward,Hugo Duro,243032,72,72,72.0,65,68,49,56,54,67,65
Defender,L. Czyborra,244840,86,85,85.0,81,63,47,33,72,80,57
Goalkeeper,K. Scherpen,243675,37,46,,37,42,34,12,37,50,8
Defender,L. Perrin,243449,46,48,47.0,46,53,36,52,67,59,30
Midfielder,K. Agudelo,243253,76,64,69.0,79,81,70,43,68,66,60
Midfielder,H. Bockhorn,252014,76,76,76.0,74,83,60,37,76,61,63
Defender,L. Brassier,251380,71,66,68.0,62,56,53,45,70,51,28
Midfielder,Miguel Baeza,258271,54,67,61.0,64,73,68,43,61,59,65
Midfielder,T. Pobega,252060,66,64,65.0,72,70,66,48,73,68,70
Defender,D. Nemeth,252317,51,67,60.0,64,49,35,33,70,41,26
Defender,Igor,241585,69,68,68.0,66,66,56,28,65,44,36
Defender,Matheus Thuler,262908,61,68,65.0,48,53,35,45,68,56,23
Defender,Guilherme Ramos,262869,53,55,54.0,51,52,38,31,61,46,28
Midfielder,I. Sissokho,261306,65,69,67.0,63,82,64,49,90,61,55
Forward,Kaio Jorge,260644,76,77,77.0,75,68,41,64,69,65,64
Defender,Juan Iglesias,260178,65,53,58.0,45,54,44,42,55,36,32
Forward,M. Hoppe,259751,78,75,76.0,68,62,53,55,65,72,62
Defender,S. Sow,259119,62,64,63.0,47,55,49,44,50,49,40
Midfielder,Jofre Carreras,258949,83,82,82.0,81,76,55,60,66,73,63
Defender,C. Matsima,258432,52,58,55.0,45,34,44,43,54,54,24
Defender,A. Theate,257278,70,75,73.0,49,46,43,32,70,70,58
Midfielder,A. Stach,257191,66,71,69.0,49,40,64,44,78,65,54
Defender,M. Dárdai,256780,66,65,65.0,64,65,64,48,64,52,22
Defender,P. Kalulu,255654,73,72,72.0,65,72,49,49,60,45,32
Forward,E. Touré,255529,72,74,73.0,68,65,59,71,64,73,63
Defender,S. Pavlović,254840,56,66,62.0,45,38,31,43,63,56,36
Midfielder,M. Zerkane,254659,60,64,62.0,60,57,68,65,68,64,60
Defender,G. Kyriakopoulos,253213,70,70,70.0,64,56,31,35,69,65,57
Defender,A. Andrade,252873,73,75,74.0,59,58,56,39,80,62,52
Defender,N. Ferguson,242752,57,70,64.0,50,68,39,45,70,49,38
Goalkeeper,M. Caillard,211398,48,39,,34,45,14,18,33,44,13
Midfielder,Nolaskoain,241489,54,54,54.0,69,56,68,49,69,57,56
Forward,A. Fletcher,213699,67,77,73.0,75,56,49,52,63,75,66
Midfielder,A. Schiavone,211325,68,56,61.0,73,73,69,69,79,68,71
Defender,E. Saveljich,211270,39,50,45.0,29,31,31,43,69,47,27
Defender,N. Gießelmann,210723,67,65,66.0,67,67,56,54,76,66,56
Midfielder,S. Prcić,206167,51,54,53.0,71,64,67,63,73,67,62
Defender,M. Wagué,205243,33,37,35.0,38,39,36,34,70,44,29
Defender,F. Veseli,203780,68,71,70.0,69,71,44,45,61,55,35
Midfielder,A. Limbombe,201938,79,85,82.0,86,83,55,46,36,74,70
Forward,A. La Mantia,201243,53,54,54.0,48,33,28,62,71,73,45
Forward,Ł. Teodorczyk,201013,55,60,58.0,57,57,63,65,56,72,64
Goalkeeper,A. Letellier,199574,37,39,,32,20,22,20,31,47,14
Midfielder,E. Rashani,198731,81,85,83.0,80,63,66,53,75,60,64
Forward,S. Polter,192660,62,76,70.0,55,48,53,64,74,73,60
Goalkeeper,D. Petrić,184781,44,43,,34,41,25,22,30,46,14
Goalkeeper,M. Dreyer,184084,47,53,,45,40,22,11,27,50,14
Midfielder,J. Morávek,183220,40,34,37.0,72,72,72,69,34,70,74
Goalkeeper,R. Elliot,167931,42,34,,54,42,35,43,31,56,12
Goalkeeper,A. Rosati,149309,32,31,,36,50,43,25,36,35,12
Defender,C. Molinaro,149064,57,62,60.0,59,67,54,61,59,69,56
Midfielder,D. Frattesi,239807,74,74,74.0,72,70,68,63,75,74,62
Forward,W. Saïd,212613,74,75,75.0,80,85,63,60,61,70,66
Goalkeeper,F. Marchetti,139668,55,50,,60,51,45,22,34,47,13
Forward,R. Emond,215927,51,64,58.0,65,61,59,78,69,70,62
Midfielder,F. Bandinelli,231428,72,72,72.0,66,80,66,60,76,70,69
Midfielder,P. Płacheta,239439,91,94,93.0,89,85,63,49,90,67,49
Midfielder,N. Bajrami,237640,73,75,74.0,71,69,70,47,69,72,56
Midfielder,Y. Maleh,236838,67,68,68.0,75,71,59,67,76,68,58
Defender,Josema,236304,61,60,60.0,52,59,48,48,62,55,35
Defender,P. Sandler,234679,61,64,63.0,60,52,66,46,53,63,52
Midfielder,K. Endo,232786,79,74,76.0,75,77,58,46,71,58,44
Defender,J. Hoogma,231823,48,61,55.0,63,61,35,35,69,46,24
Forward,K. Davis,231743,62,67,65.0,64,62,58,55,65,69,57
Midfielder,N. Sarenren Bazee,233472,79,71,75.0,78,75,60,52,34,64,56
Midfielder,D. Črnigoj,231137,73,69,71.0,77,66,68,34,65,63,60
Defender,T. Ebuehi,224213,86,90,88.0,71,62,41,47,77,52,30
Midfielder,P. Ghiglione,230912,76,76,76.0,64,59,64,59,55,60,42
Forward,F. Bonazzoli,223137,69,71,70.0,68,54,48,60,50,71,66
Midfielder,J. Iglesias,223581,59,54,56.0,63,72,71,57,72,61,55
Defender,B. Schmitz,222692,68,53,60.0,66,64,57,32,68,71,64
Defender,F. Romagna,226108,54,51,52.0,62,60,36,43,48,48,30
Forward,A. Donis,227732,82,81,81.0,75,77,55,69,62,69,66
Goalkeeper,Juan Pérez,228456,32,35,,34,33,30,24,28,45,13
Defender,E. Palmer-Brown,219461,60,73,67.0,63,50,39,39,52,48,25
Defender,A. Mendy,244187,77,81,79.0,65,51,60,37,73,35,34
Defender,R. Bellanova,247229,72,74,73.0,58,56,48,41,70,26,27
Midfielder,J. Ramsey,246923,69,65,67.0,68,72,70,45,69,56,61
Defender,G. Biancone,246679,68,75,72.0,55,57,49,47,77,69,66
Goalkeeper,D. Alemdar,245822,38,39,,35,42,45,10,33,49,5
Midfielder,F. El Melali,245283,71,72,72.0,68,91,66,66,34,55,45
Midfielder,Y. Magnin,244970,71,70,70.0,71,56,64,52,49,54,42
Midfielder,H. Magnetti,244480,59,55,57.0,62,70,63,46,67,68,49
Goalkeeper,Daniel Fuzato,244363,31,20,,32,20,52,21,22,47,13
Midfielder,L. Fiordilino,240343,81,83,82.0,80,76,67,60,72,64,63
Goalkeeper,Josep Martínez,243311,24,30,,32,22,52,18,42,48,7
Defender,N. Williams,243057,76,73,74.0,73,78,48,45,64,42,29
Defender,Igor Silva,242054,80,78,79.0,81,82,57,44,76,66,56
Defender,B. Johnson,241842,72,75,74.0,66,72,43,39,73,45,36
Forward,M. Forss,241523,74,74,74.0,60,72,52,70,64,73,59
Midfielder,S. Kiyine,240658,69,75,72.0,75,69,64,52,71,63,65
Forward,Miguel,240589,72,73,73.0,74,68,49,70,67,74,58
Goalkeeper,A. Jakubech,240371,36,44,,35,24,39,10,29,48,6
Midfielder,S. Moutoussamy,240351,73,69,71.0,77,80,65,46,65,55,63
Midfielder,J. Leweling,252448,85,83,84.0,77,76,55,55,71,61,53
Midfielder,C. Summerville,251954,89,88,88.0,87,76,60,59,67,64,58
Defender,L. Netz,256781,75,79,77.0,70,69,47,49,63,49,35
Midfielder,I. Lihadji,252594,81,77,79.0,78,77,65,61,45,61,58
Defender,T. Pembélé,257270,84,85,85.0,71,64,58,45,63,58,38
Defender,M. van de Ven,264453,67,76,72.0,56,49,46,39,63,48,51
Midfielder,M. Cancellieri,263929,83,82,82.0,81,74,59,56,62,66,61
Forward,M. Sahi,261771,73,74,74.0,66,70,60,69,59,69,68
Forward,A. Dieng,261084,80,83,82.0,64,66,59,71,61,74,66
Midfielder,N. Fagioli,260823,67,67,67.0,73,70,68,63,69,70,66
Defender,José Fontán,258728,65,65,65.0,56,63,55,36,60,49,48
Defender,B. Soppy,258407,76,79,78.0,69,68,54,49,69,61,43
Defender,R. Calafiori,257711,68,69,69.0,53,60,37,49,61,72,70
Midfielder,A. Onana,257057,68,74,71.0,64,52,62,40,68,59,49
Defender,I. Kabore,253052,91,91,91.0,83,73,48,24,73,42,26
Defender,A. Carboni,257000,58,54,56.0,50,55,45,37,55,41,26
Forward,L. Gueye,256689,75,77,76.0,70,73,62,63,67,70,68
Forward,J. Ngankam,256658,75,77,76.0,62,67,53,67,65,68,63
Forward,J. Antiste,255839,83,82,82.0,76,56,50,69,64,71,62
Forward,Barbero,255461,68,74,71.0,55,51,48,65,59,68,64
Midfielder,Nico González,255069,69,72,71.0,65,55,72,51,69,60,59
Forward,B. Białek,254267,73,62,67.0,51,63,44,59,70,71,61
Midfielder,A. Diallo,254088,83,79,81.0,84,82,57,55,57,60,59
Defender,M. Gabbia,240277,54,51,52.0,55,51,35,42,80,52,41
Defender,Ricardo Mangas,240020,70,67,68.0,66,69,40,46,72,46,33
Defender,V. Lampropoulos,239841,68,62,65.0,66,59,42,40,64,52,49
Midfielder,M. Pantović,231354,74,85,80.0,73,69,66,50,84,62,44
Defender,J. Ryerson,229891,69,63,66.0,73,72,58,49,76,65,56
Defender,M. Pedersen,229640,84,86,85.0,79,78,63,41,78,58,34
Midfielder,Matheus Pereira,229337,68,69,69.0,78,69,67,62,69,58,57
Midfielder,M. Christiansen,226686,55,63,59.0,63,64,61,48,80,64,50
Goalkeeper,David Gil,225868,48,46,,32,55,31,21,41,50,12
Defender,S. Bastoni,225189,62,66,64.0,65,67,65,52,62,58,58
Midfielder,P. Dziczek,224062,62,64,63.0,68,74,64,42,89,47,55
Defender,G. Jung,223751,67,70,69.0,59,56,62,54,59,49,36
Defender,J. Laursen,219957,71,66,68.0,76,70,54,40,74,61,46
Midfielder,L. Henderson,219952,55,67,62.0,74,75,64,46,78,68,66
Goalkeeper,N. Körber,219937,33,37,,46,43,21,15,28,44,16
Defender,P. Faragò,211394,63,58,60.0,50,52,69,46,66,65,49
Defender,C. Lykogiannis,210381,70,61,65.0,44,51,58,58,63,80,74
Defender,M. Modolo,209637,61,71,67.0,72,50,42,38,76,61,41
Defender,Pablo Iñiguez,206546,41,40,40.0,62,72,48,57,55,59,40
Forward,Y. Qasmi,201924,53,63,59.0,63,52,48,67,57,73,59
Midfielder,M. Bourabia,198220,59,54,56.0,66,60,63,54,66,72,71
Forward,Suk Hyun Jun,195912,56,55,55.0,65,43,55,61,64,77,69
Defender,P. Mazzocchi,239679,75,76,76.0,68,67,54,55,71,66,50
Goalkeeper,B. Radunović,231073,42,41,,35,41,36,22,26,48,15
Goalkeeper,F. Bredlow,223603,41,36,,50,39,28,30,20,47,7
Midfielder,S. Diarra,233373,88,85,86.0,85,86,57,60,72,56,48
Forward,A. Pinamonti,235842,64,63,63.0,62,64,45,69,60,68,67
Goalkeeper,R. Descamps,234371,45,39,,29,24,23,12,20,46,6
Forward,H. Al Ghaddioui,239121,52,53,53.0,55,50,57,66,66,72,62
Forward,P. Pellegri,238873,66,71,69.0,61,47,55,59,55,70,61
Defender,T. Puchacz,238662,84,87,86.0,83,72,55,37,78,74,63
Midfielder,K. Schindler,238569,82,83,83.0,73,74,65,65,68,69,56
Midfielder,H. Abe,237823,87,90,89.0,79,84,63,58,73,66,55
Defender,D. Nikolaou,237040,53,59,56.0,43,50,26,49,66,53,50
Defender,L. Itter,237024,69,71,70.0,68,65,49,41,67,63,37
Defender,R. Marchizza,236308,51,68,60.0,59,62,45,34,63,27,31
Midfielder,Y. Fekir,239496,72,72,72.0,78,82,61,58,46,62,65
Defender,E. Ampadu,235735,63,60,61.0,58,68,59,33,61,52,22
Midfielder,H. Sarpei,235647,70,67,68.0,72,72,52,43,68,52,32
Forward,S. Ganvoula,235513,72,88,81.0,61,53,61,61,59,77,67
Forward,R. Ache,235360,80,82,81.0,67,70,43,60,66,69,58
Midfielder,G. Crociata,235215,74,73,73.0,77,71,68,60,62,62,60
Defender,H. Mendes,234856,74,78,76.0,61,59,50,42,66,52,39
Defender,M. Sørensen,234472,54,58,56.0,51,64,39,32,70,20,26
Midfielder,N. Hauptmann,234385,61,64,63.0,86,85,71,41,78,59,59
Forward,Jorge Padilla,254320,84,78,81.0,80,81,55,65,66,72,64
Midfielder,Robert Navarro,253130,79,75,77.0,74,74,74,75,68,58,45
Forward,Raúl García,253416,64,68,66.0,52,50,50,50,33,71,58
Midfielder,S. Ricci,253473,67,67,67.0,69,69,69,50,74,65,48
Forward,Y. Badji,254849,68,76,72.0,62,53,60,63,68,74,51
Midfielder,P. Wimmer,254566,85,88,87.0,82,72,58,52,80,55,48
