Positions,short_name,sofifa_id,Crossing,Finishing,Heading,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,FKAccuracy,Passing,Shooting
Midfielder,I. Hayden,206115,43,53,67,74,35,71,45,69,74,38,63.0,60.0
Forward,Hwang Hee Chan,226380,69,78,61,74,75,79,61,65,76,44,70.0,75.0
Defender,W. Anton,229476,42,42,74,70,38,63,37,67,67,39,57.0,46.0
Midfielder,R. Krunić,229758,68,70,66,78,66,76,68,76,78,70,74.0,72.0
Defender,Fali,229628,63,40,75,64,33,54,58,69,66,67,66.0,53.0
Midfielder,M. Pjaca,229593,76,61,68,77,72,86,82,67,84,72,74.0,67.0
Midfielder,T. Minamino,226627,66,75,50,71,70,81,73,63,78,69,69.0,73.0
Defender,H. Moukoudi,228732,23,27,76,70,27,40,30,60,61,29,51.0,32.0
Midfielder,J. Reine-Adélaïde,228509,65,70,58,78,63,83,61,72,79,53,72.0,70.0
Defender,Andrei Girotto,226515,65,58,77,77,51,64,63,68,73,43,66.0,65.0
Midfielder,Trezeguet,226078,75,72,42,76,63,80,63,68,78,63,71.0,73.0
Midfielder,M. Eggestein,226168,70,61,65,75,50,77,64,73,79,48,72.0,67.0
Midfielder,T. Davies,230005,66,64,61,79,42,76,64,74,77,61,73.0,64.0
Goalkeeper,I. Radu,234102,13,18,16,24,16,15,16,26,17,15,,
Midfielder,N. Dorsch,231227,63,66,61,78,58,74,53,73,76,63,71.0,65.0
Midfielder,Iván Alejo,231280,77,76,47,75,59,80,73,71,75,66,73.0,72.0
Defender,Javi Galán,231591,77,50,76,78,49,76,69,69,70,70,72.0,54.0
Midfielder,R. Del Castillo,231612,71,66,63,72,69,79,77,67,78,66,72.0,68.0
Midfielder,A. Harit,232097,62,67,44,74,63,83,67,70,80,54,69.0,64.0
Defender,T. Tomiyasu,232938,62,29,69,71,30,68,48,66,71,37,63.0,32.0
Forward,O. Edouard,233866,58,78,72,72,62,80,75,55,78,77,67.0,74.0
Defender,L. Abram,234178,43,39,78,76,35,54,55,58,67,33,58.0,42.0
Midfielder,Y. Eteki,234789,51,50,44,76,40,64,48,75,75,42,66.0,55.0
Midfielder,Y. Wissa,234824,71,75,58,65,68,77,56,60,76,46,65.0,74.0
Midfielder,T. Cantwell,225748,66,71,43,76,62,77,73,68,80,66,72.0,68.0
Midfielder,P. Rosario,235134,54,59,64,75,57,71,47,75,74,54,68.0,64.0
Defender,D. Bronn,235565,65,56,73,70,54,63,63,73,68,53,67.0,61.0
Midfielder,A. Maitland-Niles,225782,69,58,50,75,44,78,64,68,76,36,70.0,63.0
Forward,Mariano,221639,50,75,79,66,69,71,75,51,70,75,61.0,78.0
Midfielder,Hernani,225475,53,63,66,75,59,73,63,76,76,78,69.0,69.0
Midfielder,R. Mandragora,225439,68,59,65,78,60,76,66,76,77,57,74.0,63.0
Midfielder,J. Aholou,220905,50,60,64,76,47,69,52,73,73,44,66.0,64.0
Defender,R. Sessegnon,235883,75,68,55,75,55,74,71,62,78,31,70.0,65.0
Forward,Carlos Fernández,221014,47,79,75,74,70,78,40,66,79,34,64.0,77.0
Midfielder,N. Vukčević,221016,52,59,61,77,48,72,58,75,75,57,69.0,62.0
Midfielder,J. Riedewald,221269,70,51,69,77,45,66,71,75,76,72,74.0,56.0
Defender,J. Gradit,221284,63,19,68,71,25,63,37,59,70,28,60.0,29.0
Defender,Pablo Maffeo,221342,73,53,67,72,21,72,71,63,74,34,67.0,52.0
Forward,Wu Lei,221445,67,71,71,71,70,76,65,65,75,65,69.0,71.0
Midfielder,Lee Jae Sung,221671,68,52,55,80,61,77,68,72,78,54,75.0,57.0
Midfielder,A. Zeneli,221919,74,69,50,70,63,83,79,57,77,68,70.0,70.0
Midfielder,O. Duda,222148,64,74,52,76,71,80,77,69,81,77,72.0,73.0
Midfielder,M. Nakamba,222994,46,36,55,74,41,70,45,71,69,37,62.0,49.0
Midfielder,F. Cervi,223061,70,65,48,70,55,77,78,57,79,76,68.0,65.0
Defender,J. Sambia,223570,77,64,62,73,59,74,73,69,72,76,72.0,69.0
Defender,S. Posch,223671,35,23,77,69,28,34,26,58,50,24,50.0,29.0
Forward,V. Muriqi,223710,35,77,79,70,70,69,58,42,74,30,55.0,75.0
Goalkeeper,A. Nübel,223885,15,18,13,29,13,18,20,18,20,20,,
Midfielder,M. Lopez,224030,75,66,62,80,65,75,75,75,75,73,77.0,66.0
Defender,K. Ajer,224258,55,57,74,73,41,72,58,64,74,42,61.0,55.0
Midfielder,M. Wolf,224425,72,71,69,74,64,77,69,58,75,70,70.0,70.0
Midfielder,H. Belkebla,224444,62,41,55,77,47,73,56,76,73,64,71.0,49.0
Midfielder,N. Radoja,225028,57,58,51,81,61,74,62,77,79,45,71.0,61.0
Defender,C. Roberts,225147,73,48,53,71,35,67,45,58,67,47,65.0,48.0
Defender,Vallejo,225161,41,44,74,71,36,57,29,72,69,31,57.0,42.0
Forward,H. Diallo,225293,49,78,81,66,72,71,55,43,74,37,55.0,74.0
Defender,G. Konan,235634,72,43,60,71,58,75,73,64,75,32,68.0,48.0
Forward,E. Ünal,223197,56,75,73,74,74,77,68,47,76,63,64.0,77.0
Midfielder,Fran Beltrán,235997,72,53,60,79,55,79,54,82,76,55,75.0,56.0
Midfielder,A. Král,247028,68,66,72,75,65,75,65,72,74,51,71.0,70.0
Midfielder,E. Mwepu,243231,66,72,61,76,71,76,66,71,76,58,71.0,73.0
Defender,B. Williams,243414,69,54,59,71,62,73,61,61,72,30,65.0,57.0
Midfielder,Y. Adli,243627,68,66,62,78,62,76,69,75,77,74,75.0,70.0
Midfielder,M. Camara,243631,53,55,68,75,54,69,63,75,75,47,67.0,57.0
Defender,W. Saliba,243715,48,25,69,73,34,66,55,70,70,35,62.0,33.0
Defender,M. Simakan,243854,54,27,76,69,28,62,49,68,66,32,62.0,36.0
Defender,N. Pérez,244206,21,21,73,68,22,28,21,57,61,32,46.0,25.0
Defender,M. Kumbulla,245426,45,26,78,61,28,52,30,58,60,26,53.0,32.0
Midfielder,Silas,245940,66,80,65,70,65,84,59,48,77,33,61.0,71.0
Defender,Adrià Pedrosa,246113,74,60,60,73,50,75,71,69,75,35,69.0,60.0
Defender,A. Pieper,246836,37,27,74,69,26,48,30,58,61,35,53.0,32.0
Midfielder,M. Ihattaren,246960,77,68,52,72,69,83,74,72,85,71,75.0,68.0
Midfielder,Unai Vencedor,247328,63,70,54,74,50,72,78,76,76,81,72.0,70.0
Forward,A. Elis,236245,58,75,70,65,66,79,59,58,77,57,63.0,71.0
Midfielder,Moncayola,247495,66,66,50,76,50,68,56,77,73,49,72.0,64.0
Defender,Iago,251182,74,54,68,72,37,72,65,69,71,35,68.0,55.0
Defender,J. Gvardiol,251517,57,42,72,74,54,73,57,74,72,59,67.0,54.0
Defender,D. Bradarić,252000,74,53,62,73,46,75,63,64,75,38,68.0,55.0
Forward,Marcos André,252084,51,80,74,69,69,73,50,57,74,45,59.0,78.0
Midfielder,H. Boudaoui,253157,62,68,71,77,51,79,73,68,79,58,71.0,65.0
Midfielder,Matheus Henrique,254487,69,56,50,81,59,81,66,84,78,62,76.0,60.0
Defender,A. Truffert,256769,74,52,59,72,54,73,66,70,72,53,70.0,55.0
Midfielder,J. Musiala,256790,65,75,42,72,59,86,60,65,84,38,67.0,70.0
Defender,Mingueza,259694,68,22,74,76,36,48,42,69,69,39,66.0,35.0
Goalkeeper,G. Mamardashvili,262621,13,9,14,15,7,11,11,15,22,10,,
Midfielder,D. Gray,220633,67,74,31,68,54,83,68,59,78,60,67.0,71.0
Midfielder,I. Louza,242794,64,62,49,78,51,76,70,75,81,70,74.0,64.0
Midfielder,C. Doucouré,242619,51,56,58,78,42,73,52,75,78,42,69.0,56.0
Midfielder,R. Faivre,242577,69,71,61,72,59,80,80,69,78,79,73.0,72.0
Defender,G. Magnani,242392,40,33,73,60,35,40,30,55,64,30,47.0,35.0
Forward,J. Mateta,236461,39,77,78,65,73,74,53,41,73,32,53.0,73.0
Midfielder,S. Lukić,236699,66,59,58,80,68,79,72,77,81,68,75.0,63.0
Defender,F. Medina,236804,57,33,69,71,29,66,37,57,71,32,60.0,33.0
Midfielder,H. Maïga,236817,56,45,67,72,40,69,51,71,70,63,67.0,55.0
Forward,J. Hernández,237034,58,78,69,70,64,75,57,62,70,68,65.0,75.0
Defender,J. Foyth,237221,69,43,73,74,43,71,61,66,76,47,67.0,45.0
Midfielder,J. Willock,237329,60,76,64,76,66,78,64,69,77,46,68.0,72.0
Midfielder,Y. Neyou,237626,52,59,63,76,47,78,54,70,78,45,67.0,60.0
Midfielder,T. Kubo,237681,61,70,39,73,57,85,68,58,81,72,68.0,66.0
Midfielder,N. Domínguez,237819,63,65,68,79,51,73,49,76,77,45,70.0,66.0
Forward,Mama Baldé,237960,70,71,74,71,68,73,73,65,70,39,67.0,72.0
Defender,Nacho Vidal,238305,78,60,72,75,39,68,73,65,72,32,69.0,55.0
Defender,M. Pongračić,238370,27,21,76,64,25,63,31,63,65,25,51.0,26.0
Midfielder,R. Vargas,238581,68,68,66,71,62,78,59,69,77,48,67.0,69.0
Midfielder,Óscar,239335,66,76,45,75,65,81,78,73,78,86,74.0,74.0
Midfielder,F. Onyeka,239529,57,62,63,72,53,69,56,67,73,42,66.0,58.0
Forward,J. Macías,239592,52,77,73,72,60,76,50,52,76,50,59.0,74.0
Midfielder,C. Ekuban,239795,69,72,74,68,68,75,72,62,73,50,66.0,71.0
Midfielder,A. Mac Allister,239837,79,77,61,76,63,74,83,75,77,81,77.0,76.0
Defender,M. Aarons,240060,68,41,53,71,41,76,50,61,74,32,64.0,42.0
Defender,Calero,240289,60,40,75,74,45,65,60,72,71,40,67.0,45.0
Midfielder,Carles Pérez,240654,63,72,53,74,58,79,66,58,83,54,66.0,73.0
Midfielder,O. Skipp,241042,52,41,51,77,35,64,48,75,74,42,67.0,46.0
Forward,Manu Vallejo,241686,68,78,69,71,66,77,70,57,74,75,68.0,76.0
Defender,Martín,241827,77,28,70,75,26,66,42,50,74,40,63.0,35.0
Midfielder,F. Honorat,220876,77,73,59,72,69,78,67,63,76,55,71.0,73.0
Defender,M. Cornet,215798,72,75,68,74,67,73,68,62,74,65,70.0,75.0
Goalkeeper,Jaume,220604,30,11,16,57,18,13,25,55,32,13,,
Midfielder,J. Larsen,193133,75,59,60,76,60,72,61,71,78,48,72.0,61.0
Defender,Kiko Femenía,189860,76,53,58,74,54,72,65,63,75,55,70.0,57.0
Goalkeeper,Ł. Skorupski,189908,19,11,10,29,17,18,12,26,23,19,,
Defender,Balenziaga,190223,78,35,71,73,50,68,76,69,72,33,69.0,46.0
Defender,C. Kabasele,190324,47,49,75,65,52,59,34,57,66,27,51.0,50.0
Defender,N. Clyne,190456,76,54,68,75,45,75,64,66,76,39,71.0,60.0
Goalkeeper,J. Zoet,190778,17,12,19,37,19,15,13,37,34,20,,
Midfielder,J. Guðmundsson,191076,76,70,64,77,72,75,79,75,76,77,76.0,73.0
Midfielder,L. Júnior,191135,69,73,54,66,61,78,50,57,74,47,64.0,72.0
Forward,A. Kokorin,192086,66,73,74,75,71,79,74,66,77,69,71.0,74.0
Midfielder,A. Nyom,192667,78,52,74,75,44,74,71,73,73,30,73.0,59.0
Forward,R. Hamouma,192722,76,76,67,77,76,78,76,70,80,70,75.0,76.0
Midfielder,M. Klich,192955,68,73,49,77,60,73,73,74,75,66,74.0,72.0
Defender,P. Jansson,194201,29,29,71,68,41,62,49,62,67,40,53.0,42.0
Defender,A. Soumaoro,200353,57,31,77,73,35,47,31,56,61,36,55.0,37.0
Defender,Montoya,194644,78,50,61,72,66,70,77,69,73,55,70.0,60.0
Midfielder,F. Kainz,195038,75,75,55,72,55,77,69,70,76,71,72.0,73.0
Forward,S. Verdi,196889,78,69,42,76,74,80,84,69,80,81,75.0,73.0
Forward,J. Ayew,197756,71,74,75,73,73,79,75,60,77,69,70.0,74.0
Midfielder,Juanmi,197891,73,77,72,74,71,76,62,59,77,57,69.0,75.0
Defender,D. Burn,198032,67,25,78,69,22,59,48,66,64,46,63.0,33.0
Midfielder,Dani Rodríguez,198451,70,78,56,76,46,72,72,72,76,78,74.0,75.0
Forward,M. Gabbiadini,198683,70,79,66,72,72,77,78,64,79,77,71.0,79.0
Midfielder,N. Mendy,198861,61,49,65,77,41,71,69,72,78,54,69.0,54.0
Defender,G. Hanley,198904,29,30,72,60,32,43,33,48,58,35,45.0,32.0
Midfielder,Álex Fernández,199247,77,69,58,82,45,68,81,78,80,76,79.0,70.0
Midfielder,Pedro Obiang,200054,68,50,70,76,60,74,56,72,74,62,71.0,59.0
Midfielder,Diego Farías,189485,66,70,64,72,69,78,65,59,77,65,68.0,70.0
Defender,L. Cooper,189456,45,26,74,72,33,53,31,64,62,26,56.0,35.0
Defender,B. Hübner,189433,47,20,80,62,45,58,40,59,59,42,54.0,31.0
Goalkeeper,A. McCarthy,189324,11,17,16,33,12,17,15,35,17,18,,
Midfielder,R. Battaglia,219576,47,61,68,76,53,74,45,76,76,59,67.0,67.0
Midfielder,F. Magnanelli,149185,61,45,61,74,60,56,62,71,73,61,69.0,55.0
Midfielder,M. Noble,152879,71,60,62,78,68,74,71,79,76,67,76.0,67.0
Goalkeeper,J. Leca,153275,12,11,13,33,11,13,13,37,25,12,,
Midfielder,Salva Sevilla,158144,75,67,53,80,56,73,81,81,77,83,79.0,72.0
Defender,D. Rose,169595,76,52,64,75,60,75,66,66,76,57,71.0,58.0
Goalkeeper,D. Randolph,169697,11,14,16,33,16,14,15,34,33,14,,
Midfielder,J. McArthur,171972,66,68,66,77,57,71,58,74,77,61,72.0,66.0
Goalkeeper,F. Forster,172203,19,13,13,27,19,20,10,19,33,19,,
Midfielder,Ó. Trejo,173030,73,70,64,76,72,78,74,75,76,72,75.0,72.0
Defender,J. Tomkins,173546,45,29,78,68,28,44,33,60,57,31,56.0,32.0
Midfielder,M. Schneiderlin,177358,64,53,69,79,54,68,69,71,74,62,71.0,57.0
Midfielder,A. Lallana,180819,74,69,64,81,72,80,77,75,81,66,78.0,70.0
Defender,C. Clark,183129,39,44,80,61,51,50,50,60,59,36,53.0,51.0
Defender,M. Sakho,183285,58,23,73,74,20,50,50,69,60,30,64.0,33.0
Midfielder,F. Delph,183427,73,58,60,76,56,72,72,74,76,53,73.0,67.0
Forward,N. Petersen,183580,58,81,79,64,83,62,57,49,70,45,58.0,78.0
Forward,C. Benteke,184111,58,76,85,66,76,64,61,51,77,64,62.0,76.0
Defender,I. Traoré,184873,43,32,79,68,19,35,48,65,62,58,58.0,39.0
Forward,J. King,185422,65,75,68,72,73,77,70,62,76,53,68.0,76.0
Forward,N. Kalinić,185431,60,79,77,74,74,73,64,48,76,50,64.0,74.0
Goalkeeper,S. Ulreich,186569,14,12,8,35,13,13,12,30,22,15,,
Forward,A. Barnes,186905,66,76,79,72,76,69,62,65,77,56,68.0,75.0
Midfielder,J. Shelvey,189165,73,64,67,81,66,73,69,82,77,73,78.0,72.0
Goalkeeper,E. Berisha,189296,11,13,12,20,11,12,13,26,20,12,,
Midfielder,M. Uth,200318,69,75,67,72,74,76,80,70,77,76,72.0,77.0
Defender,F. Fazio,179847,44,41,85,64,35,44,40,60,75,37,53.0,40.0
Midfielder,J. Schlupp,200759,71,68,64,72,64,78,62,61,75,37,67.0,69.0
Goalkeeper,S. Dimitrievski,211348,11,20,14,23,15,18,17,27,19,17,,
Midfielder,Pere Pons,211706,60,64,58,79,43,74,52,77,77,62,72.0,62.0
Goalkeeper,M. Flekken,211738,14,16,11,27,14,12,19,28,34,12,,
Forward,A. Hahn,211862,79,76,75,64,73,71,54,63,73,52,67.0,75.0
Forward,F. Niederlechner,211899,54,76,69,72,78,73,62,56,74,44,63.0,76.0
Midfielder,D. Kohr,212212,42,58,69,73,45,69,51,66,73,46,62.0,62.0
Midfielder,M. Lemina,212811,70,59,68,77,68,77,72,73,78,66,73.0,68.0
Midfielder,A. Tameze,213242,58,60,71,76,35,77,55,71,78,43,67.0,61.0
Midfielder,L. Abergel,213367,67,42,52,75,37,70,42,69,75,47,68.0,49.0
Defender,P. Dawidowicz,213404,44,36,69,68,38,60,53,66,63,52,61.0,46.0
Midfielder,E. Pulgar,213629,72,50,69,78,54,72,77,76,76,76,75.0,62.0
Midfielder,R. Loftus-Cheek,213666,66,66,58,79,54,80,60,76,79,57,73.0,67.0
Forward,F. Di Francesco,213814,77,67,40,77,72,83,78,67,82,69,73.0,70.0
Defender,Postigo,214639,42,44,70,66,36,51,30,67,67,26,54.0,43.0
Forward,D. Benedetto,215061,55,75,76,70,72,72,69,68,76,60,66.0,76.0
Midfielder,R. Skov,215449,85,72,52,73,73,73,87,70,73,88,76.0,77.0
Defender,N. Maksimović,215466,45,22,78,59,28,49,29,59,61,23,47.0,28.0
Midfielder,Vesga,146947,56,60,70,78,40,68,60,77,76,28,70.0,63.0
Defender,S. Widmer,216158,73,57,67,71,48,73,65,71,73,56,69.0,61.0
Defender,D. Sinkgraven,216380,75,58,69,72,67,79,74,75,80,65,73.0,60.0
Midfielder,Álvaro García,216447,72,65,57,73,49,71,61,71,70,50,70.0,64.0
Forward,Gonçalo Paciência,216452,34,76,82,64,78,77,67,51,76,41,57.0,75.0
Forward,G. Simeone,216816,40,75,76,68,72,74,69,55,75,60,59.0,74.0
Midfielder,M. Simon,216820,70,70,58,67,72,80,47,62,74,55,66.0,70.0
Midfielder,R. Saponara,201046,74,64,58,78,64,81,80,72,83,70,76.0,67.0
Defender,B. Meling,219466,74,54,42,69,33,73,63,66,74,55,68.0,52.0
Midfielder,I. Amadou,211382,56,45,65,74,52,72,61,70,72,32,65.0,55.0
Defender,Danilo,216283,70,54,60,70,53,74,62,68,74,49,66.0,59.0
Goalkeeper,Rubén Blanco,211101,18,18,15,35,19,17,18,29,10,13,,
Midfielder,V. Verre,205531,70,74,66,75,70,74,72,73,77,72,74.0,74.0
Defender,C. Piccini,201939,69,32,66,69,34,71,64,62,72,37,64.0,42.0
Defender,E. Bičakčić,201860,38,24,77,60,42,35,32,58,56,28,49.0,37.0
Defender,K. Hause,210635,58,35,75,69,31,54,32,65,67,26,60.0,45.0
Defender,F. Fernández,201988,40,28,77,68,21,44,51,60,65,40,55.0,30.0
Forward,G. Caprari,202848,66,70,47,74,66,81,74,62,79,75,70.0,70.0
Midfielder,S. Dallas,203570,66,71,63,76,59,73,57,70,74,50,70.0,69.0
Forward,S. Bahoken,203736,61,78,74,68,59,73,47,39,74,43,57.0,74.0
Goalkeeper,L. Karius,203775,14,18,14,38,14,16,12,41,23,14,,
Defender,K. Günter,204451,32,23,69,71,28,56,21,72,67,26,56.0,31.0
Defender,B. Sarr,204472,76,67,66,77,61,76,70,71,75,44,73.0,70.0
Midfielder,J. Akpa Akpro,205343,72,65,65,75,68,78,66,72,78,56,72.0,67.0
Midfielder,J. Boëtius,205402,73,69,57,75,72,79,78,68,78,60,74.0,69.0
Midfielder,M. Elyounoussi,203362,72,76,71,74,69,76,74,66,77,64,72.0,74.0
Goalkeeper,M. Dituro,207935,13,12,12,32,19,17,12,25,19,17,,
Defender,K. Ayhan,207790,68,35,72,75,41,65,82,70,72,74,71.0,53.0
Forward,R. Ripart,209430,68,75,69,70,73,72,65,66,75,56,68.0,75.0
Forward,L. Pavoletti,205850,33,77,93,68,78,66,49,36,74,28,51.0,73.0
Midfielder,P. Capelle,209781,76,69,53,75,78,73,75,74,77,76,75.0,72.0
Defender,S. Kolašinac,207993,72,57,66,71,55,74,61,62,72,42,68.0,62.0
Midfielder,R. Fraser,207807,76,71,30,65,62,77,80,65,75,72,70.0,71.0
Defender,Kévin Rodrigues,209289,79,65,73,80,42,70,65,76,76,51,75.0,59.0
Defender,Marçal,207707,72,52,64,77,44,70,65,73,75,55,71.0,56.0
Defender,A. Webster,207616,50,30,76,73,27,66,27,70,72,25,59.0,31.0
Defender,S. March,206594,79,64,48,74,56,79,74,67,76,64,73.0,67.0
Defender,C. Chambers,205989,70,54,73,76,47,66,60,70,75,49,70.0,56.0
Defender,K. Tsimikas,232223,76,49,53,69,39,71,73,66,72,68,69.0,57.0
Midfielder,S. Ascacíbar,232244,51,39,47,69,47,65,47,65,67,41,61.0,47.0
Defender,J. Lotomba,234686,69,44,59,74,46,71,58,60,72,39,65.0,48.0
Midfielder,M. Pereira Lage,233061,72,72,68,73,72,73,73,70,74,64,72.0,73.0
Midfielder,Aleñá,233113,67,66,34,78,41,73,67,75,76,59,74.0,67.0
Midfielder,R. Oudin,233265,72,71,69,74,69,74,78,66,75,72,72.0,71.0
Goalkeeper,A. Ramsdale,233934,15,14,15,31,16,18,17,33,28,16,,
Midfielder,Florentino,234569,41,35,67,73,36,64,44,71,72,32,61.0,44.0
Defender,A. Caci,236636,72,53,72,71,47,66,60,69,69,48,67.0,52.0
Defender,D. Zeefuik,235899,72,33,60,64,38,71,48,57,65,39,61.0,40.0
Defender,O. Richards,235026,63,56,53,68,34,71,55,53,74,34,60.0,46.0
Midfielder,D. Liénard,235042,78,63,66,80,62,73,79,78,76,81,79.0,70.0
Defender,M. Sarr,235454,68,53,74,74,37,62,60,68,66,59,68.0,52.0
Midfielder,R. Marin,235813,76,67,55,79,73,73,78,80,76,76,78.0,73.0
Defender,Aarón,236295,78,36,63,79,40,73,76,60,75,51,71.0,47.0
Midfielder,M. Rog,236311,65,62,47,80,65,77,64,78,78,57,73.0,66.0
Defender,D. Giannoulis,236457,73,42,62,67,44,70,67,65,69,40,65.0,48.0
Forward,S. Lammers,236498,58,77,72,67,66,80,65,43,75,45,61.0,75.0
Forward,L. Dimata,231745,63,73,75,72,70,70,45,60,70,40,64.0,73.0
Defender,J. Tanganga,236600,65,30,70,69,36,70,55,54,68,37,62.0,34.0
Forward,T. Henry,231835,51,79,80,73,69,63,45,61,73,59,65.0,73.0
Defender,M. Mittelstädt,227647,73,59,66,70,43,74,72,69,73,35,67.0,62.0
Midfielder,Ontiveros,231640,74,70,32,72,59,77,78,70,76,79,72.0,74.0
Defender,A. Tuanzebe,231485,52,26,71,75,41,66,45,70,70,37,63.0,36.0
Midfielder,Merquelanz,225562,77,77,41,76,66,74,76,68,75,80,75.0,77.0
Midfielder,S. Kalu,237207,76,69,62,68,49,79,72,60,74,71,69.0,66.0
Defender,M. Trauco,225706,76,37,51,76,49,76,75,73,76,64,74.0,52.0
Midfielder,D. Verde,225844,69,68,46,65,60,77,81,60,78,77,67.0,73.0
Forward,Pere Milla,225926,69,76,69,74,62,79,63,60,76,58,68.0,74.0
Goalkeeper,Léo Jardim,226085,12,16,14,27,12,18,18,24,18,17,,
Defender,O. Colley,226536,44,28,79,62,24,44,38,52,62,37,48.0,31.0
Midfielder,J. Jankto,226592,70,70,68,72,60,74,70,71,75,50,70.0,71.0
Forward,G. Scamacca,226710,22,76,74,69,72,70,68,45,76,68,54.0,75.0
Forward,F. Sotoca,227232,70,73,75,69,70,69,61,65,73,63,68.0,71.0
Defender,A. Touré,227873,74,62,70,69,30,75,70,65,74,35,67.0,57.0
Defender,Jorge Miramón,229359,77,58,65,74,54,67,68,72,73,59,73.0,58.0
Midfielder,M. Jensen,229723,72,61,50,76,50,69,70,76,74,68,75.0,63.0
Defender,J. Aidoo,230021,29,18,76,59,21,35,24,42,48,28,40.0,25.0
Forward,L. Nmecha,230084,58,73,63,71,66,76,58,58,78,48,64.0,73.0
Forward,T. Awoniyi,230978,57,76,71,71,64,72,55,56,69,35,60.0,73.0
Midfielder,M. Cafaro,231236,74,66,47,72,59,77,71,71,76,75,72.0,69.0
Midfielder,A. Ounas,231242,68,64,51,75,66,80,72,65,78,62,71.0,66.0
Defender,J. Gnagnon,231361,45,28,73,67,32,58,39,71,68,38,56.0,39.0
Forward,E. Nketiah,236988,43,77,67,66,69,74,54,45,73,38,55.0,72.0
Midfielder,T. Bašić,245275,72,57,67,76,59,74,72,75,75,75,75.0,64.0
Midfielder,M. Djenepo,237560,68,70,57,67,57,83,65,59,75,59,66.0,68.0
Forward,Beto,251892,40,75,72,62,69,74,59,57,73,42,54.0,74.0
Goalkeeper,A. Lunin,243952,15,8,12,25,12,11,14,26,15,15,,
Goalkeeper,A. Šemper,244274,14,15,12,34,9,12,12,31,29,13,,
Midfielder,Barrenetxea,246672,70,73,60,66,66,81,64,53,76,26,62.0,69.0
Defender,Aihen Muñoz,246748,72,49,65,72,45,72,66,75,68,29,69.0,53.0
Defender,A. Espino,247131,70,57,62,67,50,72,69,56,63,49,63.0,60.0
Midfielder,K. Thuram,247246,61,60,74,76,44,75,65,72,74,52,69.0,61.0
Defender,Thierry Correia,247832,74,40,58,67,47,74,74,60,71,42,65.0,46.0
Midfielder,Zubimendi,248148,65,64,63,77,42,67,62,73,74,44,71.0,61.0
Midfielder,Jean Lucas,251217,70,62,62,78,58,76,72,76,76,56,74.0,67.0
Defender,Tiago Djaló,252339,54,36,68,69,35,61,49,65,66,32,60.0,42.0
Midfielder,A. Maier,237629,64,54,40,78,39,75,49,75,77,44,71.0,57.0
Midfielder,Nico Melamed,252837,66,70,55,70,63,82,68,65,77,66,69.0,68.0
Forward,G. Raspadori,253002,43,76,69,77,65,77,62,52,79,60,63.0,74.0
Midfielder,A. Aouchiche,253102,68,63,55,77,47,77,70,73,77,66,74.0,64.0
Forward,T. Moffi,255000,49,77,73,64,68,73,59,41,71,36,53.0,74.0
Defender,L. Badé,255106,31,25,72,70,24,58,35,59,71,23,54.0,29.0
Defender,D. Zima,255687,36,30,67,64,33,60,51,61,63,32,54.0,38.0
Midfielder,Luis Henrique,256632,78,69,67,74,59,78,59,63,75,41,71.0,69.0
Midfielder,C. Tzolis,256948,67,75,68,69,72,79,71,63,72,63,66.0,71.0
Defender,A. Masina,225410,74,30,72,69,37,69,64,68,73,35,66.0,42.0
Forward,Kangin Lee,243780,70,75,65,76,74,80,76,72,78,81,75.0,75.0
Defender,L. Pellegrini,243237,79,46,57,70,47,74,61,64,72,39,64.0,54.0
Midfielder,B. Mbeumo,243014,72,72,52,69,77,73,69,64,72,66,69.0,73.0
Defender,L. Balerdi,242835,42,29,77,75,29,60,39,70,69,30,57.0,36.0
Forward,R. Kolo Muani,237679,37,72,75,73,64,81,62,62,78,54,60.0,69.0
Midfielder,D. Lainez,237995,72,64,48,75,64,81,67,64,77,50,70.0,64.0
Midfielder,M. Richter,238068,68,70,58,69,63,78,60,56,76,37,65.0,70.0
Midfielder,C. Gallagher,238216,64,68,48,74,48,75,60,73,74,53,70.0,69.0
Defender,Rodrigo Becão,238621,48,30,77,68,24,36,49,64,58,27,55.0,33.0
Defender,E. Pinnock,238717,42,33,74,68,33,55,40,62,65,37,57.0,37.0
Forward,E. Demirović,238900,59,76,68,69,67,72,65,48,73,37,61.0,74.0
Forward,E. Dennis,239015,67,73,74,64,66,76,62,58,74,41,60.0,72.0
Defender,P. Struijk,239360,42,23,71,73,34,59,42,72,70,32,60.0,35.0
Defender,M. Bakker,239368,65,43,71,73,38,68,59,66,72,46,65.0,50.0
Defender,M. Ristić,240223,72,58,63,70,48,74,63,62,75,32,65.0,60.0
Defender,O. Alderete,240359,56,54,75,68,47,62,52,68,67,41,59.0,56.0
Midfielder,Junior Messias,240938,66,69,52,76,61,79,72,69,76,73,72.0,68.0
Defender,M. Saracchi,240976,71,61,68,72,48,74,69,70,73,61,70.0,63.0
Defender,Z. Vanheusden,241103,54,42,72,72,29,64,54,70,69,34,63.0,45.0
Forward,I. Ganago,241130,62,76,65,66,60,76,59,54,75,40,58.0,74.0
Forward,T. Weah,241496,62,73,67,71,71,75,64,63,75,45,67.0,71.0
Midfielder,Aitor Ruibal,241867,72,76,58,71,57,77,43,65,78,41,66.0,74.0
Defender,T. Lamptey,242418,74,47,58,71,32,75,60,62,70,35,66.0,44.0
