Positions,sofifa_id,short_name,Diving,Handling,Kicking,Positioning,Reflexes,Speed,ShortPassing,LongPassing
Defender,259173,Víctor Chust,7,9,6,14,11,,55,23
Midfielder,263941,Chapela,8,7,9,7,11,,63,47
Defender,262498,Álex Petxa,9,9,6,14,12,,68,62
Defender,261647,A. Omobamidele,8,10,7,8,7,,59,55
Midfielder,260158,T. Lacoux,14,7,6,9,6,,72,69
Defender,260105,R. Drăgușin,10,11,14,12,6,,54,48
Defender,259569,M. John,10,10,6,13,8,,69,64
Goalkeeper,259532,Joan García,66,67,66,65,67,43.0,30,25
Forward,259406,S. Muñoz,5,7,12,8,5,,68,55
Goalkeeper,259065,Arnau Tenas,65,69,68,66,64,45.0,22,21
Midfielder,257111,J. Le Douaron,12,12,6,8,10,,66,52
Midfielder,258922,Marvin,13,6,13,12,15,,61,46
Defender,258893,S. Čestić,11,14,13,14,15,,58,45
Forward,258444,E. Guessand,7,10,7,6,5,,55,47
Forward,257612,S. Mara,12,6,12,12,10,,57,45
Midfielder,257540,A. Knauff,8,13,13,14,7,,68,44
Midfielder,257320,A. Moueffek,14,7,9,11,14,,69,66
Forward,257190,D. Abiama,6,9,9,9,15,,49,30
Midfielder,257118,I. Kebbal,9,11,12,11,11,,64,59
Midfielder,244753,J. Keita,14,12,15,9,8,,55,49
Defender,241445,A. Sissoko,6,7,12,12,7,,65,48
Forward,244288,A. Idah,12,13,9,10,6,,49,37
Midfielder,235242,D. Heymans,5,13,14,12,6,,68,67
Forward,234683,A. Zeqiri,15,13,14,14,13,,59,38
Defender,228997,C. Goode,11,9,8,7,9,,57,55
Midfielder,228821,Z. Machach,13,8,11,11,9,,69,69
Forward,227638,S. Abdullahi,15,11,14,10,14,,61,21
Forward,225713,J. Augustin,14,6,8,12,6,,66,48
Midfielder,220491,E. Gyasi,8,13,14,12,6,,67,49
Midfielder,215810,C. Lombardi,6,14,14,10,12,,65,50
Midfielder,213375,A. Vacca,9,9,7,13,15,,70,68
Defender,213323,S. Decarli,16,6,9,9,14,,60,55
Midfielder,210548,L. Capezzi,8,13,6,10,9,,73,68
Goalkeeper,209957,J. Busk,69,62,65,65,70,44.0,24,22
Midfielder,206109,Y. Chibsah,9,5,10,9,5,,67,64
Defender,198903,R. Aya,8,12,6,11,10,,59,52
Defender,190530,T. Fontaine,9,13,7,8,7,,65,51
Goalkeeper,171490,S. Aresti,66,65,61,69,65,37.0,36,37
Goalkeeper,163201,M. McGovern,68,65,64,67,69,32.0,14,26
Goalkeeper,157804,S. Carson,66,67,65,70,64,35.0,25,17
Goalkeeper,135587,N. Mäenpää,68,68,62,66,65,36.0,31,20
Defender,243944,N. Lozano,6,9,12,15,7,,62,54
Midfielder,234891,N. Seufert,10,9,6,8,14,,71,66
Goalkeeper,173165,N. Ravaglia,64,65,60,66,69,30.0,35,42
Midfielder,235942,F. Cassata,10,7,5,7,10,,74,70
Goalkeeper,241179,Cristian Rivero,71,60,62,62,73,27.0,22,23
Forward,237509,B. Lasme,12,14,6,6,14,,60,50
Midfielder,243642,W. Tchimbembé,12,12,12,13,6,,72,68
Midfielder,242999,Álex Collado,10,9,12,12,11,,68,64
Midfielder,242908,J. Clarke,9,10,9,6,10,,64,51
Midfielder,242332,G. Busio,15,15,6,12,13,,72,64
Defender,241999,J. Billong,7,11,8,6,12,,59,46
Midfielder,241689,R. Massimo,12,13,8,6,9,,63,54
Forward,241266,W. Geubbels,5,13,6,15,14,,62,47
Midfielder,242964,A. Gordon,5,6,14,7,8,,62,51
Goalkeeper,240913,C. Kelleher,67,63,67,64,70,40.0,32,36
Defender,239635,K. Fila,8,12,6,7,9,,63,55
Defender,239614,Areso,7,10,13,12,14,,68,55
Defender,239363,K. Dabila,12,7,15,15,7,,66,48
Midfielder,239249,Oriol Busquets,9,6,5,10,12,,70,66
Defender,238446,Tachi,11,12,13,15,8,,68,41
Midfielder,238379,N. Nartey,13,9,13,6,12,,72,64
Goalkeeper,240751,G. Poussin,68,66,64,67,66,20.0,29,22
Defender,238157,M. Roerslev,13,12,14,8,12,,62,51
Midfielder,247599,L. Leroy,9,10,12,9,11,,70,68
Defender,256788,I. Boura,14,14,13,14,9,,56,44
Forward,256476,M. Cho,9,6,6,7,7,,62,39
Defender,252802,W. Singo,11,6,7,13,7,,60,55
Midfielder,252025,K. Koindredi,12,9,14,6,10,,72,66
Midfielder,250779,M. Svoboda,5,9,6,14,11,,64,60
Defender,247649,J. Branthwaite,10,9,11,12,10,,67,52
Midfielder,245855,D. Chambost,11,11,8,11,10,,69,66
Forward,247335,W. Isidor,12,11,11,13,12,,59,47
Defender,246126,C. Mola,8,14,12,10,7,,67,70
Forward,246053,J. Gelhardt,6,13,6,10,12,,66,57
Forward,245461,F. Colidio,6,9,13,12,12,,70,52
Midfielder,245367,X. Simons,9,11,5,8,10,,69,65
Defender,257406,F. Doucouré,14,10,11,14,6,,61,52
Midfielder,245277,K. Michael,6,8,7,14,10,,70,65
Midfielder,257318,K. Ruiz-Atil,8,8,14,13,9,,70,65
Midfielder,263489,D. Peretz,14,10,7,9,10,,76,70
Midfielder,258359,Martín Calderón,10,8,6,9,6,,73,66
Defender,259307,M. Gusto,10,6,14,8,11,,63,57
Midfielder,259331,M. Portanova,8,8,9,15,14,,75,70
Forward,260044,Lautaro,8,8,14,15,6,,60,40
Defender,260082,Jesús Vázquez,15,10,11,11,13,,62,63
Defender,261865,Miguel,14,10,8,6,10,,58,35
Midfielder,262053,Kayky,14,14,13,14,9,,60,55
Midfielder,262091,E. Darboe,7,5,5,15,8,,69,64
Defender,262140,Carlos Domínguez,5,14,5,9,15,,66,41
Defender,263578,Álex Balde,5,8,7,10,13,,60,42
Midfielder,263617,Beñat Prados,15,8,13,9,8,,69,68
Midfielder,263825,A. Burlamaqui,12,11,12,6,11,,72,68
Midfielder,264240,Gavi,8,10,11,7,13,,73,69
Forward,264422,M. Abline,13,14,12,12,9,,64,53
Goalkeeper,244364,Gabriel Brazão,65,63,60,66,70,28.0,25,26
Forward,244601,S. van Hooijdonk,6,11,15,10,6,,59,43
Goalkeeper,242242,S. Cibois,67,64,66,61,71,34.0,28,23
Goalkeeper,244340,R. Vodišek,68,62,61,63,69,47.0,19,18
Defender,219956,P. Ceccaroni,12,9,12,9,15,,63,61
Forward,235554,I. Sacko,8,8,7,12,14,,65,54
Goalkeeper,235266,C. Früchtl,69,65,67,65,68,24.0,29,25
Defender,235261,L. Bogdan,10,6,8,12,6,,59,50
Midfielder,233794,S. Edera,10,11,14,9,14,,65,58
Defender,229107,N. De Medina,11,13,11,13,7,,63,62
Goalkeeper,225395,Ezkieta,65,64,65,67,66,44.0,28,27
Goalkeeper,210366,N. Lomb,68,59,66,62,70,38.0,26,32
Defender,236400,D. Gudelj,11,12,11,9,6,,59,41
Forward,199053,R. Bocalon,14,13,12,14,12,,50,38
Forward,192840,M. Đurić,7,5,13,10,8,,59,43
Forward,191068,G. Zigoni,7,7,14,7,7,,58,35
Midfielder,189730,F. Di Tacchio,15,5,7,15,7,,67,67
Goalkeeper,188836,J. Steele,64,66,70,67,64,35.0,53,45
Midfielder,243393,T. Richards,13,10,13,9,12,,66,64
Goalkeeper,236378,A. Plizzari,68,68,59,62,72,42.0,36,26
Goalkeeper,183513,J. Grahl,70,60,58,63,70,44.0,22,20
Defender,236914,Álex Martín,7,12,5,8,5,,67,59
Midfielder,240697,S. Baptiste,5,13,10,15,14,,70,64
Midfielder,237328,N. Tella,9,6,8,12,6,,60,46
Defender,243156,Álvaro García,10,8,5,6,12,,70,66
Defender,242907,B. Reynolds,14,13,9,7,13,,62,51
Defender,241494,M. Jenz,11,12,11,11,8,,58,60
Defender,240997,Kike Hermoso,14,10,10,12,15,,57,49
Midfielder,240860,José Lara,10,6,7,14,7,,64,58
Midfielder,243312,Pablo Martínez,7,12,7,13,10,,72,71
Defender,240453,S. Niakaté,8,10,8,13,10,,56,45
Defender,238749,M. Nadé,5,13,8,7,8,,34,27
Forward,238656,S. Tigges,6,13,14,11,10,,62,44
Midfielder,238282,M. Coulibaly,13,6,12,6,6,,71,66
Midfielder,237916,W. Smallbone,13,6,9,8,8,,68,65
Defender,239770,N. Casale,14,8,13,13,9,,60,51
Defender,252573,A. Terzić,13,6,6,11,6,,58,49
Defender,255406,Javi Castro,8,11,11,13,14,,61,40
Midfielder,255140,Pablo Gozálbez,11,10,12,10,5,,67,66
Midfielder,255015,M. Rivera,8,6,15,12,6,,64,56
Forward,253407,S. Greenwood,10,13,11,11,7,,62,46
Forward,253396,G. Simeone,8,14,7,14,12,,57,40
Defender,252964,G. Zappa,14,13,12,10,15,,60,54
Midfielder,251572,C. Boli,8,12,11,11,12,,64,56
Midfielder,251974,H. Mbock,9,7,12,8,10,,70,68
Forward,251198,E. Simms,13,10,14,11,9,,58,44
Midfielder,247721,T. Raschl,10,10,10,14,8,,70,68
Defender,246763,K. Hoever,15,8,5,14,12,,65,51
Midfielder,246683,L. Agoumé,7,12,11,12,15,,67,61
Defender,256097,Javi López,11,13,14,14,11,,52,28
Goalkeeper,245865,S. Bajic,65,64,59,63,66,25.0,24,20
Defender,255854,Pacheco,14,13,14,14,8,,64,41
Defender,258768,Iván Bravo,14,8,13,15,9,,54,50
Midfielder,256118,Y. Keitel,13,8,11,10,7,,71,67
Forward,256731,J. Krasso,6,15,6,12,11,,65,53
Midfielder,257470,A. Elanga,13,5,13,8,10,,60,47
Goalkeeper,258466,Leo Román,65,64,69,62,66,50.0,20,20
Goalkeeper,258534,Diego Conde,62,58,63,69,68,43.0,22,25
Midfielder,258536,Cedric Teguía,6,10,7,5,7,,62,56
Midfielder,258923,Arribas,9,7,5,11,14,,66,64
Defender,259088,A. Medioub,11,8,8,5,7,,46,35
Midfielder,259139,David Costa,6,8,9,10,10,,64,62
Defender,260658,C. Wooh,7,5,7,6,10,,59,47
Midfielder,261249,É. Michut,9,13,11,8,9,,70,66
Defender,262138,C. Lukeba,8,10,14,11,13,,61,52
Midfielder,262333,Y. Kallon,7,7,6,10,15,,60,42
Midfielder,263582,M. Peart-Harris,6,7,12,13,13,,63,60
Midfielder,245023,P. Mićin,13,9,11,5,9,,63,55
Forward,245637,G. Rutter,6,10,14,10,10,,62,51
Midfielder,259584,M. Ruggeri,11,12,11,14,8,,68,58
Forward,244921,Sergio Moreno,14,13,8,9,13,,65,48
Defender,219661,P. Jaroszyński,8,15,10,9,13,,63,66
Goalkeeper,235633,Y. Diouf,65,65,61,67,66,45.0,35,30
Midfielder,235108,Léo Sena,13,7,9,9,6,,73,73
Defender,230676,R. Pirrello,10,9,11,6,6,,60,50
Defender,228869,Camus,8,13,6,15,14,,62,55
Forward,223537,E. Berggreen,15,6,13,7,10,,60,45
Goalkeeper,223082,W. Norris,67,62,60,63,67,44.0,30,34
Midfielder,216255,M. Stefaniak,13,11,15,7,10,,66,47
Forward,236940,Darío Poveda,12,10,6,15,11,,68,45
Goalkeeper,53739,L. Grant,65,67,69,64,63,39.0,43,40
Midfielder,216237,K. Azamoum,10,12,14,9,7,,67,65
Midfielder,204468,T. Weilandt,8,11,10,7,12,,64,50
Goalkeeper,203824,R. Matthews,65,62,63,64,66,45.0,35,39
Midfielder,203249,J. Valencia,14,13,9,15,13,,63,56
Defender,244919,Martín,7,13,15,10,7,,62,38
Goalkeeper,236028,Javi Díaz,67,61,65,63,68,58.0,28,27
Goalkeeper,116314,D. Martin,65,62,66,65,64,40.0,33,27
Midfielder,237335,G. Kastanos,8,6,7,8,7,,61,65
Defender,243241,A. Buongiorno,13,11,7,11,12,,56,47
Goalkeeper,238186,M. Bułka,65,61,62,60,72,27.0,28,27
Midfielder,244114,B. Mendy,8,12,6,6,13,,69,57
Midfielder,244097,T. Bonga,11,11,9,11,9,,60,40
Midfielder,244024,O. Batista Meier,10,15,14,12,6,,60,51
Midfielder,243604,Juan Cruz,9,15,11,14,8,,63,54
Defender,243353,B. Mumba,14,9,8,11,14,,62,56
Midfielder,244509,D. Jastrzembski,5,9,8,15,7,,66,58
Defender,241479,Mario Hernández,12,9,12,9,6,,54,42
Midfielder,240941,L. Pintor,11,11,10,7,7,,58,49
Midfielder,240319,T. Tillman,15,6,6,14,12,,74,67
Goalkeeper,240212,D. Petković,66,64,64,66,66,41.0,29,26
Defender,241007,E. Ebosse,13,7,9,12,10,,60,51
Defender,239259,R. Bushiri,13,13,8,5,11,,51,41
Defender,258034,Toni Herrero,9,10,10,8,13,,63,56
Forward,259031,L. Delap,8,9,10,11,10,,50,43
Midfielder,258966,A. Cambiaso,13,7,7,13,13,,66,59
Midfielder,258937,Aimar Oroz,6,6,13,6,13,,70,69
Defender,258625,A. Barry,7,10,7,13,5,,31,30
Midfielder,258037,Álex Blesa,11,6,5,6,12,,71,70
Midfielder,257396,B. Domingues,11,7,6,13,13,,65,59
Midfielder,257534,C. Palmer,7,6,10,14,14,,62,60
Forward,257399,W. Faghir,11,9,15,9,6,,56,42
Midfielder,257349,R. Ladinetti,5,14,11,5,10,,74,74
Defender,257110,Fran González,10,6,7,13,11,,64,53
Midfielder,257075,P. Nebel,11,9,10,6,9,,62,58
Midfielder,259205,N. Ahamada,13,9,7,5,9,,74,62
Defender,256666,Y. Mosquera,8,7,8,10,8,,55,28
Midfielder,259190,D. Lopy,14,11,14,6,15,,70,69
Midfielder,263945,Alberto Moreno,6,12,15,6,10,,69,66
Midfielder,259582,Isma Ruiz,9,12,12,13,15,,67,65
Defender,259583,D. Udogie,8,14,11,10,14,,60,51
Midfielder,259679,J. Braaf,8,11,13,14,12,,58,51
Midfielder,261680,Gori,12,14,13,6,12,,67,65
Midfielder,262137,H. Keïta,10,10,11,13,9,,68,64
Forward,262652,L. Joseph,10,12,15,9,8,,58,45
Midfielder,263943,Javi Serrano,9,12,10,6,12,,67,68
Defender,264008,W. Kechrida,14,11,14,7,11,,55,30
Defender,264044,M. Viti,13,11,13,6,11,,38,38
Defender,264105,Pep Gayà,12,14,15,11,14,,62,50
Defender,264158,Diego Moreno,8,10,10,5,15,,62,44
Midfielder,264322,M. Saban,11,11,13,9,10,,57,52
Defender,264406,L. Spatz,5,10,10,13,6,,64,58
Goalkeeper,264430,Christian Gómez,64,62,61,63,66,40.0,21,24
Defender,256404,Jorge Silva,11,10,13,8,8,,56,45
Defender,256544,M. Bogarde,7,9,14,10,14,,63,57
Midfielder,256115,L. Samardžić,11,14,14,11,15,,65,56
Goalkeeper,231474,João Costa,63,62,57,63,64,24.0,19,26
Forward,242965,F. Hornby,6,15,11,8,13,,60,44
Goalkeeper,52326,E. Jakupović,64,66,64,64,60,29.0,39,34
Defender,254787,Pepe Sánchez,11,11,11,11,12,,64,63
Goalkeeper,118794,A. Lonergan,63,62,52,65,66,40.0,29,27
Midfielder,177404,S. Fürstner,7,12,11,10,16,,65,62
Goalkeeper,198132,D. Oberhauser,66,64,62,65,62,48.0,38,33
Forward,208129,S. Novothny,5,13,7,11,13,,53,25
Goalkeeper,210676,W. Falcone,65,64,65,64,68,27.0,25,26
Defender,223306,J. Jach,8,6,16,8,14,,57,61
Midfielder,229743,A. Deiola,13,10,9,12,8,,68,64
Defender,233051,L. Bolton,12,6,9,11,6,,63,52
Midfielder,235521,Carbonell,5,5,12,12,14,,66,65
Goalkeeper,237935,K. Klaesson,65,59,62,63,69,34.0,36,29
Defender,240777,L. Ranieri,14,8,7,8,9,,45,36
Midfielder,241462,R. Guerra,7,13,7,5,13,,66,66
Midfielder,240906,B. Adekanye,8,9,5,11,9,,60,46
Goalkeeper,244120,S. Rénot,61,63,62,65,65,34.0,26,24
Midfielder,250790,A. Traoré,12,7,5,13,14,,58,44
Defender,254123,Migue,10,12,9,12,9,,63,55
Defender,253465,T. Mengi,11,8,11,5,10,,63,63
Midfielder,252936,A. Flips,10,10,6,7,10,,65,62
Midfielder,251912,Z. Ould Khaled,7,12,7,12,9,,69,64
Midfielder,251757,Javi Gómez,15,13,7,8,6,,64,57
Defender,245290,De La Fuente,15,6,7,10,6,,56,53
Midfielder,250822,B. Fadiga,12,14,14,15,15,,67,61
Defender,250955,J. Stanišić,11,6,10,9,12,,56,45
Midfielder,248574,B. Benkhedim,7,8,14,12,6,,67,57
Forward,247463,F. Balogun,10,12,12,13,10,,52,38
Midfielder,246402,M. Bidstrup,11,14,11,6,13,,69,64
Defender,246061,A. Solano,8,6,13,9,10,,59,52
Forward,245639,André Anderson,8,9,9,11,12,,67,58
Midfielder,261374,L. Bate,10,9,7,6,10,,73,69
Defender,260159,L. Mouyokolo,12,9,9,10,7,,52,42
Forward,261025,D. Scarlett,12,8,7,5,14,,50,40
Forward,260926,K. Schade,13,11,8,9,10,,62,38
Midfielder,260814,E. Sevikyan,9,8,5,10,8,,65,57
Defender,260692,Iker Recio,13,12,7,7,5,,60,61
Forward,260340,Svensson,6,11,9,11,11,,55,45
Goalkeeper,258485,F. Jörgensen,63,69,68,63,65,36.0,28,26
Midfielder,259806,F. Da Silva,10,11,5,7,14,,71,69
Forward,259747,I. Diabate,7,8,9,13,8,,62,50
Goalkeeper,259580,Ángel Jiménez,65,62,65,63,64,30.0,28,24
Midfielder,259422,Nico Serrano,14,8,10,11,8,,60,45
Midfielder,259405,Zarzana,9,9,15,14,12,,67,60
Midfielder,259356,C. Chukwuemeka,12,12,9,11,10,,68,67
Defender,262042,M. Estève,12,14,14,7,11,,58,37
Defender,261654,O. El Hilali,10,13,10,13,14,,53,42
Forward,264451,E. Vergani,9,9,14,12,12,,54,48
Midfielder,262113,N. Zalewski,10,5,7,8,15,,66,60
Midfielder,262260,Mini,14,9,8,12,14,,73,69
Defender,262663,K. Ezekwem,7,7,11,13,12,,59,52
Midfielder,262672,N. Weißhaupt,10,15,9,8,5,,66,57
Defender,262889,A. Garcia MacNulty,9,6,11,14,14,,50,42
Midfielder,263014,B. Makouana,10,9,6,12,8,,56,49
Midfielder,263194,I. Gharbi,7,9,13,15,8,,62,57
Defender,263281,J. Bongard,7,6,10,8,10,,62,50
Goalkeeper,263880,Agirrezabala,58,62,63,68,66,26.0,24,35
Defender,264050,B. Nokoue,9,7,14,8,12,,51,46
Forward,264081,Pablo Gálvez,14,11,15,7,5,,58,40
Defender,264103,Torrente,10,12,14,10,6,,65,51
Midfielder,264110,Llabrés,15,10,11,9,13,,57,52
Midfielder,264159,Iker Benito,10,8,9,10,6,,59,48
Goalkeeper,264170,Luis López,66,62,58,58,63,30.0,15,15
Defender,259171,Lanchi,13,7,8,13,15,,55,60
Goalkeeper,220833,A. Mandrea,67,56,57,59,70,44.0,28,19
Forward,258185,Luis Carbonell,15,13,10,11,12,,57,44
Midfielder,238755,M. Warming,7,9,6,12,9,,56,45
Defender,245996,K. Fobi,9,8,11,12,12,,45,38
Defender,244196,D. Thompson,12,13,6,7,9,,55,52
Forward,243838,N. Burkart,12,13,6,6,11,,58,50
Midfielder,242947,R. Kehr,9,13,13,13,7,,64,41
Defender,241488,Sillero,15,14,15,7,14,,61,45
Forward,240434,J. Tell,5,5,9,9,9,,63,48
Defender,238189,T. Uwakwe,10,9,14,13,10,,56,52
Midfielder,250789,D. Bakwa,7,12,15,6,5,,61,47
Midfielder,237871,J. Holsgrove,9,9,15,14,15,,68,66
Midfielder,234614,L. Lumeka,9,11,12,15,13,,59,50
Goalkeeper,226259,L. Andrenacci,62,65,59,63,63,50.0,25,19
Defender,222209,G. Mutombo,11,13,10,11,13,,60,49
Defender,215756,S. McQueen,12,12,12,7,9,,61,57
Midfielder,257975,B. Brahimi,15,6,10,6,7,,60,50
Defender,247764,K. John,6,11,9,13,9,,56,45
Forward,240803,J. Eppiah,10,12,11,10,12,,60,42
Midfielder,252598,Sergio Lozano,10,7,12,8,10,,68,66
Midfielder,256128,Jony Álamo,6,11,8,10,8,,70,67
Goalkeeper,253497,P. Bonet,65,60,58,64,61,17.0,18,23
Midfielder,257916,M. Schroers,9,6,11,6,11,,64,57
Goalkeeper,257273,J. Olschowsky,64,63,64,65,64,20.0,18,25
Midfielder,257084,L. Ugochukwu,10,13,15,11,8,,71,64
Midfielder,257083,J. Kadile,11,11,7,15,11,,55,41
Midfielder,256306,Ö. Beyaz,8,10,8,7,11,,70,69
Midfielder,257917,S. Christiansen,9,13,9,12,14,,67,66
Midfielder,256104,T. Tessmann,9,6,10,10,6,,66,70
Defender,254529,C. Drameh,13,8,8,13,10,,56,52
Forward,254244,Nabil Touaizi,10,15,10,12,9,,64,50
Defender,254121,C. Cresswell,11,11,13,10,11,,67,57
Forward,254019,N. Gioacchini,14,7,10,9,9,,62,37
Midfielder,255174,L. Tramoni,9,13,11,15,12,,63,57
Midfielder,258815,S. Damiani,5,11,14,10,13,,68,68
Defender,259581,Sergio Barcia,12,13,15,13,8,,54,42
Goalkeeper,259530,Alfonso Pastor,69,63,66,58,60,23.0,17,23
Defender,259524,Aitor Paredes,14,7,12,12,14,,57,45
Midfielder,259403,J. Ideho,5,9,10,7,8,,57,43
Goalkeeper,259314,Pere Joan,53,59,66,66,64,54.0,29,30
Midfielder,259117,A. Sotona,13,9,6,14,10,,53,45
Midfielder,258171,H. Mejbri,9,5,10,11,7,,63,60
Midfielder,258722,Capita,9,8,13,10,8,,58,56
Defender,256770,K. Kurt,11,9,10,9,8,,63,60
Defender,257946,A. Seidu,11,9,11,14,7,,49,31
Goalkeeper,257914,J. Kersken,64,63,62,63,64,25.0,29,25
Goalkeeper,257350,J. Flere,61,56,64,58,69,22.0,23,20
Midfielder,256887,T. Booth,14,12,14,11,10,,65,61
Goalkeeper,260326,B. Fall,62,62,60,61,64,26.0,23,15
Midfielder,260141,C. Cîrjan,10,13,14,12,13,,72,72
Defender,264380,M. Sponsel,10,9,12,6,12,,57,48
Defender,260574,L. Assignon,11,13,15,8,8,,56,47
Midfielder,263620,R. Lavia,7,7,5,11,13,,60,59
Goalkeeper,264161,Pablo Valencia,66,61,60,59,67,22.0,25,23
Goalkeeper,264116,Alejandro Iturbe,63,59,62,60,65,49.0,32,30
Midfielder,264102,Álvaro Bravo,6,10,8,15,12,,67,63
Forward,264092,Alan Godoy,11,9,8,8,13,,54,37
Midfielder,263953,S. Edozie,13,11,10,7,9,,56,50
Midfielder,263646,Bastida,5,8,14,10,6,,64,60
Midfielder,262954,Fabio Blanco,15,6,7,10,8,,59,50
Midfielder,260828,De Tomás,6,14,8,12,8,,63,51
Defender,262709,M. Bokele,14,12,10,7,14,,41,36
Defender,262118,T. Livramento,10,12,8,13,13,,58,53
Defender,261621,L. Mbete,6,14,10,9,7,,60,55
Midfielder,261580,E. Sutherland,6,10,10,12,14,,58,59
Defender,260930,K. Sildillia,12,9,14,8,12,,52,46
Midfielder,260910,S. Shoretire,7,7,8,5,9,,59,52
Defender,256854,W. Omari,9,7,13,10,14,,55,50
Midfielder,258319,N. Iosifov,10,11,15,11,11,,68,61
Midfielder,256564,T. Lemperle,9,10,8,7,7,,60,53
Defender,243284,F. Winther,9,13,6,11,7,,65,65
Forward,243034,Alfon,12,8,8,5,8,,58,45
Midfielder,242980,M. Shabani,5,8,11,8,15,,69,68
Defender,242850,S. Asta,7,12,9,7,7,,50,35
Midfielder,241038,K. Bennetts,11,8,10,10,7,,58,56
Midfielder,240175,Bruno Jordão,9,11,6,6,7,,66,65
Midfielder,239145,E. Massouema,15,11,14,12,6,,66,63
Midfielder,237382,F. Melegoni,12,13,6,7,7,,68,68
Defender,235548,M. Cabit,8,6,7,6,5,,62,59
Defender,234205,H. Ito,13,10,10,10,10,,65,58
Defender,233728,M. Doucouré,12,7,6,9,6,,62,50
Goalkeeper,233211,N. Klinger,59,60,63,60,64,33.0,24,20
Midfielder,227877,R. Pereira de Sa,8,16,14,8,15,,66,62
Goalkeeper,222096,H. Lewis,64,59,57,60,64,32.0,23,25
Goalkeeper,221332,G. Guerrieri,63,60,59,60,62,44.0,27,19
Defender,256049,Carrasco,8,9,7,9,14,,55,46
Defender,243133,J. Scally,12,7,10,10,10,,58,55
Goalkeeper,202793,A. Berardi,61,58,56,63,64,50.0,29,32
Defender,245076,L. Racic,10,10,8,7,10,,55,42
Midfielder,248070,Relu,13,10,7,12,13,,64,59
Midfielder,245286,J. Žambůrek,6,9,11,13,7,,68,63
Midfielder,253693,C. Noß,13,7,6,12,7,,63,63
Midfielder,253010,A. Sher,9,9,11,11,10,,64,62
Midfielder,252922,Tòfol Montiel,14,9,14,11,12,,62,58
Midfielder,251293,L. Dehl,5,6,12,8,11,,63,59
Goalkeeper,248478,D. Ramaj,65,62,66,61,64,24.0,23,24
Midfielder,254243,E. Anderson,6,12,5,10,7,,64,58
Defender,247741,A. Glennon,10,7,7,5,12,,57,51
Midfielder,246863,F. Nmecha,6,10,12,13,8,,64,59
Midfielder,246861,A. Riccardi,9,9,8,10,12,,65,67
Midfielder,246549,M. Siby,7,10,6,7,7,,62,62
Defender,246002,L. Matheson,11,9,6,11,8,,58,43
Defender,246950,R. Astley,8,14,6,14,8,,58,53
Midfielder,245903,H. White,13,13,12,9,13,,65,61
Forward,260723,R. Street,11,12,6,15,13,,56,37
Midfielder,262171,E. Bove,8,7,7,12,7,,68,67
Midfielder,262062,Metinho,10,6,8,8,12,,66,60
Defender,261495,S. Coulibaly,5,14,13,10,11,,62,61
Forward,261265,L. Richardson,10,6,7,9,12,,53,43
Midfielder,261133,N. John,7,8,6,8,6,,61,58
Midfielder,260990,R. Ascone,14,6,8,8,9,,69,65
Midfielder,259531,Arratia,9,10,10,8,14,,70,62
Defender,260143,Z. Monlouis,7,5,10,11,5,,53,43
Midfielder,260014,T. Civeja,11,12,10,14,11,,67,64
Midfielder,259419,T. Nakai,9,10,10,6,11,,66,64
Midfielder,259096,T. Akinola,14,10,14,11,14,,62,61
Defender,258976,F. Parisi,11,10,11,13,9,,60,44
Forward,263016,Y. Guermouche,8,13,14,9,8,,56,39
Midfielder,258533,B. Bjarkason,13,13,6,10,10,,64,60
Goalkeeper,262659,N. Atubolu,63,60,59,57,64,35.0,17,15
Defender,264026,N. Bitumazala,7,14,14,11,11,,64,60
Midfielder,263149,S. McGurk,5,11,7,7,5,,67,56
Forward,263355,R. Friedrich,9,7,12,15,13,,54,40
Midfielder,263398,P. Sciortino,14,10,8,12,6,,63,60
Midfielder,263435,E. Gebreyesus,13,11,6,14,13,,51,44
Midfielder,263448,G. Manvelyan,14,11,13,13,5,,63,62
Defender,263551,R. Savage,8,10,13,9,14,,56,52
Midfielder,263604,S. Ben Seghir,6,6,13,5,11,,60,41
Midfielder,264035,J. Rak-Sakyi,13,9,5,12,14,,58,48
Defender,264096,Recasens,14,13,12,13,10,,63,55
Midfielder,264160,Pablo Ibáñez,12,13,9,10,11,,69,67
Forward,264238,Diego López,14,15,13,14,12,,58,44
Midfielder,264349,J. McAtee,12,6,6,10,11,,63,61
Defender,264401,B. Meïté,9,8,14,14,9,,39,33
Defender,264589,L. Gechter,14,6,8,6,11,,40,40
Defender,257253,B. Thomas,13,14,6,8,14,,51,41
Goalkeeper,258031,F. Palmowski,58,60,60,65,62,32.0,31,24
Forward,257289,H. Ekitike,8,8,7,10,12,,52,35
Goalkeeper,257235,T. Boulhendi,59,60,60,59,61,49.0,23,21
Midfielder,241552,J. Italiano,7,7,9,10,5,,60,56
Midfielder,247349,J. Jenkins,14,13,12,7,9,,69,61
Midfielder,247245,T. Ostrák,6,8,7,13,10,,67,66
Goalkeeper,246671,A. Okonkwo,60,58,54,62,63,44.0,28,17
Goalkeeper,246603,Matis Carvalho,62,61,59,59,63,37.0,27,25
Midfielder,246278,Manu Navarro,8,11,13,12,6,,65,62
Defender,245906,M. Fagan-Walcott,14,14,11,13,13,,53,46
Goalkeeper,240722,Campos,63,60,65,57,65,38.0,26,16
Forward,247508,M. Güçlü,7,13,7,10,13,,60,49
Defender,239998,P. Hristov,6,7,12,15,7,,42,30
