Positions,sofifa_id,short_name,Physic,Defending,Reactions,Aggression,Interceptions,Positioning,Composure,MarkingAwareness,StandingTackle,SlidingTackle,Jumping,Strength
Forward,212228,I. Toney,80.0,46.0,77,78,49,79,77,35,46,41,89,81
Midfielder,206516,W. Hughes,64.0,68.0,78,70,65,73,79,69,72,69,49,58
Midfielder,212242,R. Andrich,82.0,73.0,75,77,75,69,70,70,76,73,81,82
Forward,212260,Hwang Ui Jo,73.0,42.0,76,62,44,79,69,33,42,36,74,73
Defender,212678,L. Augustinsson,71.0,72.0,73,67,72,65,74,71,76,76,69,65
Defender,212883,D. Amartey,75.0,76.0,72,80,75,47,69,76,78,75,77,78
Defender,212977,N. Stark,76.0,77.0,73,74,77,52,68,76,77,76,67,79
Forward,213135,D. Origi,74.0,27.0,76,69,28,77,77,16,24,18,76,77
Defender,201510,L. Kurzawa,72.0,73.0,69,75,74,74,74,70,75,73,85,69
Midfielder,213388,F. Tait,64.0,35.0,77,60,32,73,76,34,37,34,51,61
Defender,206654,Pablo Marí,80.0,76.0,76,80,74,34,71,76,77,73,75,86
Defender,212219,A. Djiku,81.0,75.0,72,78,74,55,74,75,76,74,83,82
Midfielder,206306,J. Ferri,75.0,69.0,76,85,71,70,74,71,71,67,66,70
Defender,204760,C. Taylor,77.0,75.0,73,81,75,59,73,76,76,76,76,75
Goalkeeper,201976,A. Gomis,,,73,16,21,16,57,18,14,10,76,57
Midfielder,206304,L. Milivojević,77.0,75.0,75,85,75,66,76,75,76,68,59,77
Defender,201982,J. Schmid,75.0,69.0,76,77,73,67,72,68,69,71,66,74
Defender,202201,J. Gouweleeuw,75.0,79.0,76,77,81,61,74,80,79,76,70,78
Defender,202429,D. da Costa,82.0,75.0,73,79,71,70,69,74,79,75,81,80
Forward,202685,S. Zaza,80.0,49.0,72,84,40,78,80,52,42,50,90,83
Midfielder,201858,N. Sansone,55.0,44.0,74,62,38,75,75,46,44,33,66,50
Defender,203741,T. Delaine,75.0,67.0,73,75,68,74,67,67,68,68,65,71
Forward,204077,M. Niang,72.0,31.0,68,52,30,76,74,30,24,20,71,82
Defender,203030,R. Knoche,72.0,79.0,79,75,76,37,71,82,77,79,67,77
Defender,205346,R. Fredericks,69.0,70.0,72,73,69,65,63,72,71,74,62,65
Midfielder,205407,D. Baselli,61.0,66.0,69,65,68,72,74,67,65,63,67,63
Defender,205566,Alberto Moreno,69.0,69.0,75,81,69,71,66,66,74,75,85,59
Defender,206058,M. De Sciglio,69.0,75.0,73,66,75,64,74,77,76,76,80,66
Midfielder,205201,O. Yokuşlu,83.0,74.0,70,81,76,68,73,71,75,70,69,83
Midfielder,206225,D. Cheryshev,67.0,55.0,75,62,62,75,70,47,58,55,72,67
Midfielder,206115,I. Hayden,78.0,75.0,77,82,75,69,72,77,76,75,71,77
Forward,226380,Hwang Hee Chan,68.0,28.0,75,57,22,77,74,28,23,24,83,67
Defender,229476,W. Anton,79.0,76.0,67,76,73,52,69,77,78,74,74,82
Midfielder,229758,R. Krunić,70.0,68.0,73,64,66,70,68,66,71,67,74,71
Defender,229628,Fali,87.0,74.0,66,90,65,42,63,75,78,76,72,90
Midfielder,229593,M. Pjaca,63.0,41.0,68,50,30,62,70,41,42,34,67,73
Midfielder,226627,T. Minamino,63.0,36.0,71,61,49,70,79,32,30,26,76,55
Defender,228732,H. Moukoudi,80.0,75.0,72,74,74,39,70,75,77,73,56,90
Midfielder,228509,J. Reine-Adélaïde,68.0,54.0,76,56,64,75,78,41,61,49,74,69
Defender,226515,Andrei Girotto,73.0,77.0,74,81,77,59,66,76,77,76,75,70
Midfielder,226078,Trezeguet,66.0,36.0,66,45,22,69,74,39,43,27,63,67
Midfielder,226168,M. Eggestein,76.0,70.0,77,70,70,67,75,72,70,69,53,73
Midfielder,230005,T. Davies,71.0,69.0,74,84,69,69,76,68,73,69,56,65
Goalkeeper,234102,I. Radu,,,65,22,14,9,56,12,19,15,59,58
Midfielder,231227,N. Dorsch,73.0,71.0,72,78,70,62,73,72,73,71,77,69
Midfielder,231280,Iván Alejo,65.0,43.0,67,55,38,69,61,48,39,42,68,74
Defender,231591,Javi Galán,67.0,69.0,72,61,68,64,68,62,73,74,63,65
Midfielder,231612,R. Del Castillo,65.0,39.0,72,66,31,72,71,31,42,43,76,62
Midfielder,232097,A. Harit,47.0,45.0,74,46,39,68,64,48,50,32,48,34
Defender,232938,T. Tomiyasu,77.0,76.0,71,73,76,38,60,77,77,77,70,77
Forward,233866,O. Edouard,75.0,45.0,68,55,39,73,82,44,46,28,73,82
Defender,234178,L. Abram,78.0,75.0,68,79,74,45,67,73,76,72,89,76
Midfielder,234789,Y. Eteki,76.0,70.0,66,75,74,55,72,69,76,75,80,77
Midfielder,234824,Y. Wissa,68.0,28.0,70,61,31,75,73,25,23,18,76,68
Midfielder,225748,T. Cantwell,51.0,39.0,74,48,30,73,75,40,45,31,46,45
Midfielder,235134,P. Rosario,78.0,72.0,72,69,74,61,75,73,72,72,74,81
Defender,235565,D. Bronn,76.0,76.0,73,75,75,56,71,76,76,76,75,78
Midfielder,225782,A. Maitland-Niles,72.0,71.0,75,69,73,72,76,71,77,72,55,69
Forward,221639,Mariano,78.0,45.0,72,83,45,74,68,41,40,34,91,77
Midfielder,225475,Hernani,70.0,74.0,73,79,77,69,69,73,76,70,61,68
Midfielder,225439,R. Mandragora,76.0,74.0,74,67,75,62,69,77,75,69,70,75
Midfielder,220905,J. Aholou,77.0,73.0,69,75,74,59,74,74,76,72,60,82
Defender,235883,R. Sessegnon,66.0,68.0,74,67,70,76,76,69,70,63,66,60
Forward,221014,Carlos Fernández,71.0,27.0,72,72,22,73,67,21,21,22,73,73
Midfielder,221016,N. Vukčević,79.0,76.0,78,89,80,67,70,75,79,76,82,77
Midfielder,221269,J. Riedewald,70.0,74.0,72,73,76,53,72,74,75,71,67,74
Defender,221284,J. Gradit,82.0,75.0,75,78,75,48,69,74,77,74,91,78
Defender,221342,Pablo Maffeo,69.0,72.0,63,64,69,67,62,71,75,73,60,70
Forward,221445,Wu Lei,69.0,40.0,74,66,33,76,72,38,38,31,85,65
Midfielder,221671,Lee Jae Sung,62.0,53.0,75,67,55,73,78,45,58,53,55,48
Midfielder,221919,A. Zeneli,59.0,35.0,70,62,39,66,71,33,33,24,30,55
Midfielder,222148,O. Duda,64.0,53.0,73,57,29,75,81,63,62,44,70,57
Midfielder,222994,M. Nakamba,78.0,74.0,70,83,74,55,67,77,78,74,78,74
Midfielder,223061,F. Cervi,55.0,48.0,72,76,50,70,73,51,48,39,62,32
Defender,223570,J. Sambia,70.0,71.0,73,63,73,68,69,72,73,70,79,69
Defender,223671,S. Posch,71.0,79.0,69,66,77,36,68,78,81,77,72,76
Forward,223710,V. Muriqi,82.0,28.0,75,73,18,77,73,23,25,22,62,91
Goalkeeper,223885,A. Nübel,,,70,23,20,10,32,23,14,13,61,70
Midfielder,224030,M. Lopez,57.0,65.0,75,75,68,69,73,66,66,59,69,38
Defender,224258,K. Ajer,83.0,75.0,66,77,73,54,75,74,76,75,56,90
Midfielder,224425,M. Wolf,76.0,67.0,74,75,69,73,75,65,67,67,61,75
Midfielder,224444,H. Belkebla,73.0,70.0,71,77,68,61,69,70,75,73,49,66
Midfielder,225028,N. Radoja,75.0,74.0,75,72,80,62,84,78,75,70,68,78
Defender,225147,C. Roberts,72.0,68.0,68,69,69,61,62,68,72,68,67,65
Defender,225161,Vallejo,68.0,76.0,77,81,77,34,75,78,75,74,77,72
Forward,225293,H. Diallo,72.0,23.0,75,55,19,78,66,13,17,17,87,79
Defender,235634,G. Konan,71.0,70.0,73,68,72,67,74,67,74,69,70,67
Forward,223197,E. Ünal,77.0,36.0,73,70,29,74,68,34,33,24,80,83
Midfielder,235997,Fran Beltrán,66.0,75.0,75,68,76,63,66,78,77,76,58,64
Midfielder,247028,A. Král,79.0,72.0,73,76,74,68,72,72,71,69,78,76
Midfielder,243231,E. Mwepu,79.0,71.0,75,78,73,73,76,70,74,69,73,75
Defender,243414,B. Williams,68.0,70.0,72,82,73,66,72,68,73,75,72,60
Midfielder,243627,Y. Adli,66.0,66.0,75,65,68,73,75,66,67,59,62,65
Midfielder,243631,M. Camara,72.0,73.0,72,73,74,59,72,73,75,70,61,71
Defender,243715,W. Saliba,77.0,76.0,71,69,77,43,75,77,77,73,77,82
Defender,243854,M. Simakan,77.0,76.0,75,73,75,44,71,75,78,74,71,80
Defender,244206,N. Pérez,74.0,76.0,76,79,76,26,67,77,77,77,74,73
Defender,245426,M. Kumbulla,76.0,77.0,76,78,77,22,63,77,77,74,84,78
Midfielder,245940,Silas,68.0,52.0,70,59,54,80,69,53,50,39,60,72
Defender,246113,Adrià Pedrosa,69.0,69.0,73,78,70,70,70,71,70,69,62,63
Defender,246836,A. Pieper,74.0,78.0,75,66,75,31,72,79,80,76,68,77
Midfielder,246960,M. Ihattaren,64.0,40.0,69,54,34,66,72,38,42,36,60,68
Midfielder,247328,Unai Vencedor,74.0,73.0,72,68,75,70,72,74,79,70,65,74
Forward,236245,A. Elis,74.0,31.0,74,74,33,73,69,27,21,25,80,72
Midfielder,247495,Moncayola,69.0,71.0,72,73,74,68,74,70,76,75,54,66
Defender,251182,Iago,71.0,71.0,69,72,73,67,74,69,73,74,65,69
Defender,251517,J. Gvardiol,83.0,71.0,72,83,69,56,75,67,75,76,83,84
Defender,252000,D. Bradarić,68.0,70.0,72,71,70,70,69,69,73,71,62,63
Forward,252084,Marcos André,73.0,38.0,58,62,33,77,65,33,36,31,79,79
Midfielder,253157,H. Boudaoui,72.0,72.0,74,73,70,72,77,71,74,69,71,66
Midfielder,254487,Matheus Henrique,64.0,57.0,72,66,52,74,67,63,57,60,64,55
Defender,256769,A. Truffert,69.0,71.0,71,67,72,70,68,71,74,73,71,65
Midfielder,256790,J. Musiala,49.0,31.0,68,52,27,69,77,33,28,29,47,43
Defender,259694,Mingueza,75.0,75.0,74,74,77,44,70,74,76,72,75,73
Goalkeeper,262621,G. Mamardashvili,,,53,25,8,8,26,5,12,10,50,74
Midfielder,220633,D. Gray,55.0,37.0,66,41,25,69,60,42,45,31,51,56
Midfielder,242794,I. Louza,52.0,63.0,71,63,65,72,75,59,72,60,46,38
Midfielder,242619,C. Doucouré,76.0,72.0,75,73,75,65,76,69,77,69,67,77
Midfielder,242577,R. Faivre,63.0,63.0,69,53,67,71,78,59,66,59,66,62
Defender,242392,G. Magnani,74.0,76.0,76,74,73,21,60,81,75,75,73,81
Forward,236461,J. Mateta,77.0,32.0,75,71,22,75,69,29,31,22,77,86
Midfielder,236699,S. Lukić,68.0,69.0,73,64,67,68,76,69,72,71,63,69
Defender,236804,F. Medina,75.0,76.0,74,75,77,63,71,76,77,74,71,78
Midfielder,236817,H. Maïga,86.0,71.0,73,82,71,62,63,71,73,70,75,87
Forward,237034,J. Hernández,73.0,42.0,74,73,23,77,70,44,43,40,71,72
Defender,237221,J. Foyth,73.0,76.0,73,73,74,50,65,77,78,75,74,74
Midfielder,237329,J. Willock,69.0,61.0,77,70,62,78,70,58,65,53,60,66
Midfielder,237626,Y. Neyou,67.0,73.0,75,69,75,68,76,73,75,69,70,63
Midfielder,237681,T. Kubo,56.0,39.0,65,43,29,68,70,40,43,48,54,52
Midfielder,237819,N. Domínguez,77.0,71.0,73,86,73,63,60,60,78,77,86,67
Forward,237960,Mama Baldé,79.0,50.0,75,80,47,74,66,41,52,51,82,77
Defender,238305,Nacho Vidal,65.0,71.0,73,59,72,61,68,64,76,74,63,66
Defender,238370,M. Pongračić,78.0,74.0,70,77,71,28,65,72,77,79,77,90
Midfielder,238581,R. Vargas,65.0,54.0,72,49,48,71,63,59,51,45,85,62
Midfielder,239335,Óscar,55.0,49.0,76,48,61,70,73,47,47,43,56,57
Midfielder,239529,F. Onyeka,81.0,74.0,73,75,76,68,74,77,74,68,77,80
Forward,239592,J. Macías,62.0,25.0,76,40,19,80,67,21,19,20,59,70
Midfielder,239795,C. Ekuban,84.0,28.0,69,71,29,74,71,22,22,19,86,86
Midfielder,239837,A. Mac Allister,62.0,56.0,70,51,45,73,72,65,54,51,64,63
Defender,240060,M. Aarons,71.0,70.0,70,68,71,67,75,75,71,69,55,67
Defender,240289,Calero,74.0,76.0,73,75,75,52,73,77,77,76,84,73
Midfielder,240654,Carles Pérez,62.0,36.0,68,55,23,70,57,38,37,34,59,64
Midfielder,241042,O. Skipp,70.0,71.0,73,76,72,52,66,74,73,72,61,64
Forward,241686,Manu Vallejo,63.0,43.0,75,41,25,77,69,41,47,45,68,65
Defender,241827,Martín,65.0,74.0,70,65,70,62,61,72,78,77,57,62
Midfielder,220876,F. Honorat,57.0,47.0,70,46,43,72,69,49,45,39,81,53
Defender,215798,M. Cornet,77.0,67.0,70,72,66,76,67,64,70,66,77,72
Goalkeeper,220604,Jaume,,,72,21,25,16,56,20,12,22,72,68
Midfielder,193133,J. Larsen,77.0,70.0,79,75,71,71,65,68,74,72,78,74
Defender,189860,Kiko Femenía,68.0,70.0,70,70,71,67,68,71,72,73,69,63
Goalkeeper,189908,Ł. Skorupski,,,68,33,17,13,58,18,12,12,66,58
Defender,190223,Balenziaga,75.0,73.0,68,78,73,54,75,72,75,73,77,73
Defender,190324,C. Kabasele,76.0,76.0,73,76,74,50,64,76,76,77,83,80
Defender,190456,N. Clyne,63.0,74.0,73,76,75,65,75,75,75,76,69,60
Goalkeeper,190778,J. Zoet,,,70,18,21,11,61,25,18,16,57,67
Midfielder,191076,J. Guðmundsson,67.0,61.0,75,66,62,73,78,60,63,55,78,67
Midfielder,191135,L. Júnior,72.0,34.0,67,38,29,79,59,58,13,11,88,79
Forward,192086,A. Kokorin,67.0,43.0,76,64,35,79,79,37,42,44,73,66
Midfielder,192667,A. Nyom,84.0,74.0,71,86,73,75,67,72,76,74,78,86
Forward,192722,R. Hamouma,64.0,42.0,76,60,39,77,73,38,41,41,57,66
Midfielder,192955,M. Klich,75.0,61.0,73,63,65,72,77,61,66,50,64,74
Defender,194201,P. Jansson,80.0,75.0,74,80,73,28,75,77,76,73,55,87
Defender,200353,A. Soumaoro,80.0,74.0,66,79,72,34,75,74,75,73,84,89
Defender,194644,Montoya,70.0,71.0,72,69,75,63,70,72,72,71,74,65
Midfielder,195038,F. Kainz,61.0,40.0,70,55,24,71,69,55,35,25,70,55
Forward,196889,S. Verdi,50.0,44.0,73,48,36,74,78,44,48,54,50,43
Forward,197756,J. Ayew,72.0,46.0,75,69,40,76,70,37,52,36,71,72
Midfielder,197891,Juanmi,51.0,30.0,79,55,23,81,71,25,28,25,73,41
Defender,198032,D. Burn,80.0,75.0,72,78,73,37,68,75,77,73,54,89
Midfielder,198451,Dani Rodríguez,69.0,63.0,72,60,64,70,66,58,69,64,66,69
Forward,198683,M. Gabbiadini,62.0,26.0,74,57,18,79,71,21,24,20,74,66
Midfielder,198861,N. Mendy,71.0,74.0,73,77,72,56,75,76,75,74,76,68
Defender,198904,G. Hanley,74.0,76.0,71,81,74,33,66,78,75,77,85,82
Midfielder,199247,Álex Fernández,64.0,68.0,72,64,65,74,77,69,72,66,54,58
Midfielder,200054,Pedro Obiang,72.0,76.0,69,71,76,60,76,74,78,77,72,72
Midfielder,189485,Diego Farías,49.0,38.0,73,40,25,72,72,55,27,20,70,45
Defender,189456,L. Cooper,78.0,76.0,72,78,77,39,68,75,77,76,80,80
Defender,189433,B. Hübner,67.0,78.0,74,76,78,41,71,79,78,77,61,80
Goalkeeper,189324,A. McCarthy,,,71,35,22,16,61,13,13,12,68,63
Midfielder,219576,R. Battaglia,78.0,77.0,75,86,79,74,73,77,80,76,70,75
Midfielder,149185,F. Magnanelli,68.0,77.0,74,85,79,53,82,80,77,75,52,66
Midfielder,152879,M. Noble,70.0,72.0,74,85,73,64,77,71,74,75,56,67
Goalkeeper,153275,J. Leca,,,75,45,22,11,61,18,14,15,65,69
Midfielder,158144,Salva Sevilla,64.0,69.0,72,73,68,64,69,70,74,72,34,64
Defender,169595,D. Rose,68.0,74.0,73,87,74,63,73,75,75,78,77,68
Goalkeeper,169697,D. Randolph,,,73,29,18,11,36,15,14,14,61,57
Midfielder,171972,J. McArthur,73.0,75.0,80,88,77,75,80,77,76,73,68,66
Goalkeeper,172203,F. Forster,,,70,44,22,13,54,11,13,12,69,80
Midfielder,173030,Ó. Trejo,77.0,69.0,75,70,72,72,71,70,68,67,66,75
Defender,173546,J. Tomkins,68.0,77.0,76,81,76,38,70,77,77,78,75,80
Midfielder,177358,M. Schneiderlin,75.0,74.0,73,78,73,63,78,75,75,72,67,75
Midfielder,180819,A. Lallana,56.0,62.0,73,71,63,74,80,61,62,62,68,60
Defender,183129,C. Clark,73.0,77.0,71,80,75,49,68,77,78,77,78,76
Defender,183285,M. Sakho,79.0,74.0,67,87,76,36,71,73,75,72,74,90
Midfielder,183427,F. Delph,66.0,72.0,74,81,75,68,75,70,76,75,67,60
Forward,183580,N. Petersen,74.0,40.0,82,60,39,82,79,46,29,21,61,78
Forward,184111,C. Benteke,75.0,32.0,76,60,29,77,71,28,25,18,87,87
Defender,184873,I. Traoré,86.0,75.0,70,79,72,35,70,75,76,70,77,93
Forward,185422,J. King,70.0,38.0,72,73,34,75,77,33,39,27,72,76
Forward,185431,N. Kalinić,67.0,42.0,78,68,42,81,78,44,32,28,65,73
Goalkeeper,186569,S. Ulreich,,,75,25,14,8,45,16,18,14,66,63
Forward,186905,A. Barnes,79.0,47.0,76,88,41,77,78,43,46,39,83,80
Midfielder,189165,J. Shelvey,72.0,61.0,70,80,61,70,78,59,62,60,62,71
Goalkeeper,189296,E. Berisha,,,73,30,22,12,59,20,10,11,57,64
Midfielder,200318,M. Uth,68.0,40.0,77,61,39,74,71,34,39,36,71,66
Defender,179847,F. Fazio,75.0,77.0,70,76,75,32,79,77,78,73,41,83
Midfielder,200759,J. Schlupp,75.0,69.0,73,70,70,75,67,69,70,71,76,75
Goalkeeper,211348,S. Dimitrievski,,,62,17,21,15,53,19,19,17,60,72
Midfielder,211706,Pere Pons,70.0,69.0,73,75,75,64,74,60,76,74,64,65
Goalkeeper,211738,M. Flekken,,,73,32,12,14,24,15,13,20,54,72
Forward,211862,A. Hahn,83.0,55.0,77,85,52,76,64,49,56,59,84,80
Forward,211899,F. Niederlechner,79.0,35.0,77,80,35,76,75,27,35,28,65,79
Midfielder,212212,D. Kohr,80.0,75.0,71,86,73,49,69,78,74,74,74,77
Midfielder,212811,M. Lemina,75.0,72.0,76,72,73,71,70,72,74,70,55,78
Midfielder,213242,A. Tameze,74.0,73.0,73,69,74,71,75,70,76,75,70,73
Midfielder,213367,L. Abergel,75.0,71.0,72,76,74,58,62,69,76,74,79,67
Defender,213404,P. Dawidowicz,77.0,76.0,75,77,77,46,68,76,78,72,64,82
Midfielder,213629,E. Pulgar,74.0,72.0,72,80,72,58,76,70,74,72,74,70
Midfielder,213666,R. Loftus-Cheek,75.0,59.0,68,73,59,80,77,54,64,59,59,81
Forward,213814,F. Di Francesco,60.0,39.0,72,42,34,74,74,44,38,36,44,62
Defender,214639,Postigo,74.0,76.0,68,75,75,30,72,80,76,73,72,82
Forward,215061,D. Benedetto,72.0,38.0,74,66,35,78,80,45,25,25,87,74
Midfielder,215449,R. Skov,71.0,64.0,73,74,60,72,72,65,69,65,49,69
Defender,215466,N. Maksimović,77.0,77.0,73,78,79,29,70,77,76,78,64,81
Midfielder,146947,Vesga,75.0,76.0,79,58,78,62,66,72,81,72,61,83
Defender,216158,S. Widmer,78.0,71.0,72,64,70,68,72,72,72,69,85,77
Defender,216380,D. Sinkgraven,64.0,72.0,72,75,74,70,69,72,72,69,72,54
Midfielder,216447,Álvaro García,45.0,30.0,74,33,22,73,65,35,22,29,92,32
Forward,216452,Gonçalo Paciência,79.0,33.0,76,83,37,78,81,21,30,23,76,82
Forward,216816,G. Simeone,70.0,37.0,76,70,24,78,76,44,29,26,86,69
Midfielder,216820,M. Simon,65.0,34.0,68,38,34,72,74,30,30,32,89,69
Midfielder,201046,R. Saponara,58.0,41.0,66,52,30,74,73,54,34,30,59,60
Defender,219466,B. Meling,67.0,68.0,72,80,72,70,72,72,71,69,86,48
Midfielder,211382,I. Amadou,80.0,73.0,75,80,75,52,67,71,76,70,82,80
Defender,216283,Danilo,69.0,73.0,74,74,74,64,68,74,76,75,80,65
Goalkeeper,211101,Rubén Blanco,,,66,22,22,11,57,25,11,11,62,35
Midfielder,205531,V. Verre,66.0,65.0,76,66,64,75,72,65,65,65,71,62
Defender,201939,C. Piccini,76.0,74.0,74,74,77,66,78,73,76,74,70,79
Defender,201860,E. Bičakčić,78.0,76.0,73,86,78,33,63,74,77,72,78,83
Defender,210635,K. Hause,79.0,74.0,69,78,72,32,60,74,74,72,87,88
Defender,201988,F. Fernández,74.0,76.0,76,77,75,40,74,76,78,75,79,78
Forward,202848,G. Caprari,49.0,20.0,69,30,16,70,69,22,13,12,34,51
Midfielder,203570,S. Dallas,75.0,73.0,75,65,73,72,74,73,76,71,57,73
Forward,203736,S. Bahoken,73.0,24.0,70,54,23,78,75,12,23,15,72,81
Goalkeeper,203775,L. Karius,,,72,21,13,8,60,9,11,13,74,64
Defender,204451,K. Günter,72.0,76.0,71,71,78,31,60,76,77,77,77,77
Defender,204472,B. Sarr,72.0,68.0,74,75,70,76,74,67,68,69,75,63
Midfielder,205343,J. Akpa Akpro,77.0,74.0,74,80,77,76,77,72,76,74,72,73
Midfielder,205402,J. Boëtius,65.0,44.0,73,44,40,75,72,44,45,40,68,60
Midfielder,203362,M. Elyounoussi,68.0,54.0,73,72,36,74,70,58,57,51,77,64
Goalkeeper,207935,M. Dituro,,,74,20,21,19,68,18,12,18,56,72
Defender,207790,K. Ayhan,75.0,76.0,74,77,79,50,75,75,76,73,83,77
Forward,209430,R. Ripart,84.0,64.0,75,74,64,76,69,64,65,58,73,86
Forward,205850,L. Pavoletti,72.0,35.0,74,69,24,80,73,44,21,17,90,81
Midfielder,209781,P. Capelle,70.0,69.0,75,71,73,76,65,70,70,69,70,67
Defender,207993,S. Kolašinac,86.0,71.0,71,90,69,71,66,70,73,74,75,90
Midfielder,207807,R. Fraser,55.0,46.0,72,65,45,74,76,45,53,42,56,50
Defender,209289,Kévin Rodrigues,60.0,70.0,72,55,65,72,65,64,75,76,61,61
Defender,207707,Marçal,71.0,75.0,74,85,77,60,72,76,76,77,74,71
Defender,207616,A. Webster,74.0,75.0,71,72,76,26,75,75,76,73,77,76
Defender,206594,S. March,62.0,67.0,73,55,65,71,71,68,72,67,46,60
Defender,205989,C. Chambers,76.0,76.0,72,77,76,57,64,74,78,74,72,77
Defender,232223,K. Tsimikas,74.0,69.0,72,76,68,69,67,69,73,71,74,71
Midfielder,232244,S. Ascacíbar,72.0,75.0,73,90,80,31,67,76,78,77,83,57
Defender,234686,J. Lotomba,65.0,71.0,69,54,69,58,61,72,73,73,76,63
Midfielder,233061,M. Pereira Lage,65.0,43.0,62,31,62,69,68,22,49,24,85,67
Midfielder,233113,Aleñá,62.0,60.0,76,55,70,70,79,64,62,50,52,64
Midfielder,233265,R. Oudin,67.0,34.0,72,42,26,73,74,37,27,23,78,72
Goalkeeper,233934,A. Ramsdale,,,70,35,20,11,55,18,16,15,66,59
Midfielder,234569,Florentino,73.0,74.0,71,78,75,61,76,73,76,75,61,72
Defender,236636,A. Caci,72.0,72.0,73,62,74,62,68,72,72,71,74,74
Defender,235899,D. Zeefuik,80.0,71.0,68,85,72,56,67,69,74,74,93,77
Defender,235026,O. Richards,63.0,69.0,68,77,69,56,62,66,74,75,71,48
Midfielder,235042,D. Liénard,70.0,62.0,72,70,64,71,75,60,61,62,63,70
Defender,235454,M. Sarr,75.0,75.0,72,68,74,59,75,75,75,74,77,79
Midfielder,235813,R. Marin,65.0,61.0,69,71,67,68,71,60,61,58,65,57
Defender,236295,Aarón,64.0,71.0,73,59,77,59,72,70,70,71,61,60
Midfielder,236311,M. Rog,69.0,63.0,73,74,58,64,76,64,70,66,43,67
Defender,236457,D. Giannoulis,67.0,70.0,68,70,69,64,65,69,73,73,61,60
Forward,236498,S. Lammers,66.0,34.0,71,49,36,74,73,37,21,19,72,70
Forward,231745,L. Dimata,77.0,40.0,66,76,30,75,71,40,38,30,76,83
Defender,236600,J. Tanganga,78.0,74.0,73,83,75,47,70,72,76,72,88,80
Forward,231835,T. Henry,79.0,39.0,75,72,25,79,76,39,39,29,64,86
Defender,227647,M. Mittelstädt,67.0,71.0,70,64,77,64,60,68,74,67,83,63
Midfielder,231640,Ontiveros,54.0,35.0,66,43,36,69,72,41,32,27,34,51
Defender,231485,A. Tuanzebe,73.0,73.0,74,76,73,52,77,73,75,73,74,75
Midfielder,225562,Merquelanz,66.0,45.0,68,65,48,71,69,25,60,55,52,67
Midfielder,237207,S. Kalu,56.0,34.0,67,57,31,68,72,30,32,27,85,47
Defender,225706,M. Trauco,72.0,69.0,71,79,71,70,74,68,74,73,69,66
Midfielder,225844,D. Verde,47.0,36.0,72,58,24,70,71,41,37,35,38,33
Forward,225926,Pere Milla,63.0,37.0,70,45,32,72,65,40,30,28,51,65
Goalkeeper,226085,Léo Jardim,,,74,27,24,17,28,11,16,14,54,56
Defender,226536,O. Colley,83.0,72.0,72,84,70,28,70,66,77,74,62,88
Midfielder,226592,J. Jankto,63.0,67.0,72,68,64,76,73,68,68,64,59,58
Forward,226710,G. Scamacca,70.0,33.0,62,55,24,77,65,40,23,20,82,83
Forward,227232,F. Sotoca,80.0,42.0,74,71,38,76,72,34,43,42,88,78
Defender,227873,A. Touré,72.0,72.0,70,66,70,67,69,69,75,73,74,75
Defender,229359,Jorge Miramón,73.0,71.0,68,69,70,65,66,71,72,71,62,72
Midfielder,229723,M. Jensen,70.0,65.0,74,68,71,69,79,71,62,57,67,66
Defender,230021,J. Aidoo,87.0,73.0,65,88,71,25,63,70,76,72,85,91
Forward,230084,L. Nmecha,78.0,39.0,72,71,36,72,71,43,33,27,79,79
Forward,230978,T. Awoniyi,76.0,32.0,73,77,33,72,63,25,27,23,79,80
Midfielder,231236,M. Cafaro,61.0,44.0,71,59,48,70,68,44,41,45,60,56
Midfielder,231242,A. Ounas,64.0,44.0,62,79,47,69,65,28,54,47,61,55
Defender,231361,J. Gnagnon,79.0,74.0,68,75,75,44,72,73,74,71,78,91
Forward,236988,E. Nketiah,61.0,24.0,77,52,19,78,68,22,19,15,73,59
Midfielder,245275,T. Bašić,76.0,69.0,75,67,67,71,73,68,73,69,64,81
Midfielder,237560,M. Djenepo,65.0,36.0,69,64,33,72,68,32,37,31,86,62
Forward,251892,Beto,78.0,24.0,73,70,18,76,68,17,20,21,59,85
Goalkeeper,243952,A. Lunin,,,74,22,19,11,56,22,13,11,56,61
Goalkeeper,244274,A. Šemper,,,68,28,11,9,25,13,12,15,31,51
Midfielder,246672,Barrenetxea,53.0,24.0,67,35,17,71,74,32,12,14,80,51
Defender,246748,Aihen Muñoz,65.0,72.0,77,55,72,70,72,73,74,70,65,66
Defender,247131,A. Espino,75.0,70.0,66,69,70,62,69,67,75,74,66,73
Midfielder,247246,K. Thuram,76.0,72.0,71,65,73,67,74,71,73,70,73,79
Defender,247832,Thierry Correia,69.0,67.0,71,68,66,64,70,67,69,71,74,67
Midfielder,248148,Zubimendi,69.0,74.0,78,66,76,72,80,75,76,71,77,65
Midfielder,251217,Jean Lucas,73.0,68.0,72,73,68,68,75,66,71,66,58,73
Defender,252339,Tiago Djaló,77.0,74.0,72,74,75,48,69,74,76,72,69,84
Midfielder,237629,A. Maier,71.0,68.0,73,54,70,66,74,71,73,65,56,76
Midfielder,252837,Nico Melamed,57.0,40.0,66,60,40,68,70,40,38,35,60,53
Forward,253002,G. Raspadori,53.0,26.0,74,45,18,77,69,21,23,21,60,51
